PH,elec,tur,oxy,tem
7.56,2691.312,38.826,6.121,16.935
7.569,2620.015,40.897,6.224,16.986
7.574,2601.816,42.628,6.239,17.067
7.568,2658.764,43.44,6.057,17.157
7.537,2804.937,44.099,5.515,17.239
7.51,3002.263,45.914,4.96,17.348
7.494,3234.288,46.397,4.494,17.48
7.479,3463.905,46.736,4.162,17.577
7.474,3661.035,48.767,4.012,17.661
7.48,3797.661,51.719,4.018,17.742
7.489,3876.811,54.238,4.067,17.807
7.498,3882.601,57.053,4.16,17.856
7.509,3804.227,60.4,4.295,17.905
7.52,3664.511,66.165,4.396,17.996
7.531,3473.418,72.131,4.427,18.126
7.536,3190.623,76.888,4.466,18.244
7.54,2816.089,77.593,4.667,18.336
7.547,2389.844,71.505,5.039,18.392
7.561,1979.535,61.748,5.543,18.402
7.579,1654.817,53.327,6.045,18.366
7.597,1436.855,50.007,6.445,18.325
7.617,1317.302,50.128,6.755,18.327
7.646,1274.072,51.576,7.048,18.389
7.682,1281.677,54.955,7.365,18.522
7.723,1326.306,56.906,7.66,18.706
7.756,1394.786,58.531,7.85,18.902
7.806,1475.893,61.008,8.198,19.113
7.833,1534.292,64.548,8.37,19.203
7.815,1567.684,65.869,8.175,19.174
7.789,1579.445,56.309,7.925,19.093
7.756,1577.714,47.633,7.617,19.006
7.717,1566.44,41.165,7.294,18.93
7.685,1546.545,36.983,7.036,18.89
7.656,1521.545,35.48,6.823,18.924
7.633,1495.792,37.118,6.655,19.037
7.611,1470.305,41.723,6.54,19.22
7.596,1444.555,44.408,6.493,19.346
7.593,1424.052,42.721,6.545,19.423
7.589,1408.878,39.632,6.569,19.457
7.586,1399.342,36.201,6.569,19.458
7.582,1396.028,32.986,6.542,19.439
7.583,1399.91,30.651,6.519,19.421
7.586,1416.976,30.545,6.503,19.425
7.582,1455.845,32.58,6.44,19.442
7.564,1522.416,36.524,6.3,19.458
7.537,1619.374,38.978,5.997,19.49
7.522,1696.601,40.942,5.749,19.526
7.512,1771.271,42.171,5.514,19.568
7.508,1827.339,40.45,5.362,19.616
7.508,1866.773,38.053,5.25,19.653
7.507,1895.847,36.741,5.112,19.659
7.505,1907.117,37.579,4.975,19.627
7.497,1903.177,39.872,4.826,19.549
7.475,1899.289,41.713,4.555,19.43
7.452,1894.599,41.363,4.266,19.277
7.428,1890.647,40.691,3.993,19.118
7.409,1869.186,39,3.801,18.945
7.393,1843.153,35.518,3.656,18.786
7.379,1822.109,32.399,3.535,18.656
7.368,1806.299,30.777,3.426,18.555
7.356,1794.48,28.699,3.334,18.47
7.348,1785.08,27.287,3.212,18.412
7.342,1773.318,26.26,3.1,18.371
7.338,1759.772,25.647,2.999,18.336
7.334,1748.407,24.691,2.902,18.3
7.331,1735.03,24.04,2.831,18.27
7.329,1727.506,24.698,2.747,18.247
7.327,1726.284,25.5,2.671,18.243
7.326,1730.39,25.323,2.626,18.249
7.325,1740.256,25.599,2.602,18.283
7.327,1752.75,26.071,2.609,18.348
7.332,1765.578,26.34,2.642,18.436
7.339,1772.703,27.184,2.716,18.532
7.346,1776.861,28.9,2.79,18.621
7.346,1779.722,30.257,2.755,18.655
7.347,1780.739,31.097,2.727,18.666
7.348,1780.107,31.184,2.707,18.679
7.356,1777.384,30.199,2.813,18.703
7.369,1772.71,28.495,3.043,18.73
7.384,1768.586,25.933,3.333,18.762
7.4,1765.203,23.942,3.661,18.788
7.413,1762.765,23.412,3.946,18.812
7.425,1756.948,22.885,4.179,18.835
7.431,1748.417,22.263,4.33,18.862
7.429,1737.569,21.75,4.311,18.89
7.419,1732.428,21.834,4.166,18.894
7.406,1722.633,21.888,3.977,18.873
7.391,1708.312,22.098,3.752,18.85
7.375,1688.881,22.88,3.527,18.834
7.366,1672.811,24.892,3.421,18.855
7.368,1661.222,27.232,3.439,18.941
7.383,1657.599,26.639,3.628,19.09
7.407,1659.105,27.136,3.95,19.305
7.433,1661.452,26.89,4.275,19.524
7.434,1662.53,26.181,4.322,19.636
7.424,1662.054,22.556,4.222,19.627
7.423,1659.93,19.049,4.24,19.628
7.441,1657.296,17.351,4.459,19.666
7.478,1654.345,17.33,4.756,19.74
7.526,1656.708,18.785,5.132,19.838
7.581,1658.214,21.331,5.619,19.953
7.573,1661.434,21.914,5.484,19.938
7.519,1667.292,20.949,4.883,19.808
7.447,1674.229,18.806,4.059,19.621
7.38,1684.166,15.641,3.25,19.44
7.331,1691.203,13.228,2.67,19.306
7.298,1693.831,11.352,2.317,19.211
7.275,1694.28,10.13,2.027,19.14
7.257,1692.38,9.707,1.782,19.079
7.246,1687.697,8.997,1.621,19.03
7.24,1680.583,8.714,1.526,19.002
7.237,1672.674,8.713,1.472,18.989
7.236,1665.771,8.108,1.458,18.988
7.236,1662.307,7.682,1.452,18.999
7.236,1657.481,7.122,1.49,19.023
7.238,1653.127,6.037,1.569,19.073
7.242,1649.675,5.468,1.665,19.132
7.243,1650.937,5.406,1.684,19.168
7.241,1683.725,5.146,1.645,19.141
7.238,1726.412,4.92,1.657,19.109
7.24,1785.886,4.952,1.67,19.097
7.247,1859.077,5.498,1.707,19.109
7.258,1934.992,6.871,1.796,19.132
7.27,1993.209,7.816,1.927,19.155
7.282,2034.432,9.649,2.036,19.191
7.294,2061.547,12.694,2.191,19.23
7.305,2082.886,14.729,2.297,19.275
7.314,2112.248,15.964,2.303,19.324
7.318,2144.946,16.454,2.233,19.35
7.316,2180.102,16.785,2.117,19.35
7.313,2217.49,16.58,1.988,19.322
7.309,2240.494,17.131,1.894,19.27
7.304,2260.815,17.747,1.813,19.219
7.299,2262.333,18.432,1.79,19.172
7.293,2249.867,18.119,1.73,19.136
7.286,2223.104,17.802,1.719,19.094
7.278,2200.116,17.359,1.662,19.046
7.271,2177.54,16.277,1.665,19.018
7.266,2166.945,15.543,1.784,19.017
7.264,2159.543,14.753,2.033,19.051
7.267,2154.27,13.639,2.443,19.128
7.278,2153.522,13.228,2.995,19.254
7.298,2157.019,12.854,3.484,19.412
7.341,2156.355,13.93,4.041,19.577
7.391,2155.204,14.03,4.622,19.728
7.432,2154.358,14.638,5.009,19.832
7.47,2150.417,15.783,5.32,19.901
7.521,2138.637,16.087,5.74,19.977
7.547,2117.548,16.507,5.954,19.986
7.543,2091.185,17.305,5.882,19.938
7.518,2063.801,17.529,5.612,19.849
7.484,2078.728,18.54,5.285,19.747
7.447,2093.051,20.523,4.938,19.643
7.413,2126.819,22.908,4.64,19.544
7.382,2154.222,24.713,4.436,19.453
7.357,2169.932,24.506,4.325,19.36
7.336,2175.628,24.083,4.037,19.269
7.319,2172.095,23.967,3.759,19.186
7.308,2162.134,22.605,3.562,19.125
7.301,2155.692,21.722,3.418,19.101
7.303,2178.853,20.93,3.414,19.121
7.322,2200.095,21.479,3.602,19.195
7.361,2219.219,23.058,4.056,19.349
7.421,2231.201,26.114,4.805,19.564
7.493,2236.784,23.733,5.672,19.815
7.56,2237.651,21.548,6.443,20.063
7.544,2238.934,17.139,6.374,20.128
7.507,2239.641,13.805,6.045,20.123
7.47,2237.632,11.941,5.65,20.104
7.448,2233.426,9.611,5.36,20.102
7.456,2226.765,8.734,5.457,20.14
7.452,2219.798,8.615,5.595,20.113
7.417,2216.471,8.562,5.177,20.008
7.364,2216.211,8.227,4.417,19.861
7.309,2218.105,7.678,3.564,19.713
7.263,2222.636,7.44,2.808,19.591
7.23,2229.74,7.8,2.235,19.501
7.211,2233.445,7.061,1.9,19.434
7.202,2230.366,7.037,1.781,19.394
7.199,2221.096,7.005,1.833,19.372
7.198,2216.071,5.641,1.967,19.364
7.196,2211.443,4.884,2.08,19.368
7.193,2206.196,4.472,2.179,19.388
7.188,2200.007,4.188,2.216,19.433
7.185,2192.242,4.68,2.263,19.515
7.188,2183.806,5.158,2.368,19.638
7.199,2173.114,6.559,2.593,19.816
7.22,2161.173,8.797,2.972,20.037
7.245,2147.856,9.516,3.39,20.26
7.266,2139.081,10.027,3.654,20.452
7.298,2131.533,10.868,4.007,20.639
7.353,2121.712,10.807,4.737,20.884
7.424,2111.438,11.538,5.775,21.17
7.435,2103.914,11.751,6.064,21.275
7.405,2103.176,11.93,5.789,21.214
7.354,2106.844,12.082,5.193,21.037
7.3,2115.364,11.617,4.482,20.81
7.254,2128.581,11.776,3.801,20.582
7.218,2147.574,11.9,3.205,20.39
7.191,2169.742,10.65,2.698,20.236
7.172,2194.743,8.658,2.233,20.118
7.159,2212.343,7.618,1.919,20.032
7.151,2220.998,5.753,1.755,19.978
7.146,2220.83,5.041,1.712,19.944
7.145,2221.583,5.501,1.682,19.932
7.145,2227.007,6.764,1.658,19.935
7.146,2241.362,8.792,1.658,19.929
7.148,2271.402,10.348,1.655,19.911
7.153,2318.41,13.467,1.678,19.88
7.16,2366.528,16.305,1.78,19.854
7.168,2420.369,18.945,1.963,19.855
7.178,2485.261,21.519,2.219,19.889
7.192,2542.206,23.258,2.531,19.963
7.211,2605.38,23.758,2.933,20.067
7.231,2680.065,24.264,3.273,20.188
7.25,2755.954,25.447,3.552,20.3
7.263,2837.654,26.818,3.629,20.374
7.275,2909.36,27.763,3.64,20.399
7.29,2913.6,26.244,3.744,20.393
7.298,2889.119,25.5,3.878,20.358
7.295,2861.932,25.023,3.889,20.297
7.292,2884.671,22.782,3.89,20.222
7.284,2906.564,20.666,3.823,20.157
7.274,2932.693,19.3,3.718,20.08
7.264,2939.602,18.517,3.62,19.986
7.256,2940.548,18.177,3.553,19.911
7.244,2939.128,18.134,3.501,19.86
7.23,2941.748,18.355,3.358,19.812
7.215,2934.308,18.716,3.178,19.772
7.201,2929.325,17.477,2.914,19.732
7.187,2910.531,16.661,2.669,19.686
7.174,2888.345,16.39,2.434,19.648
7.165,2870.593,14.872,2.227,19.63
7.158,2862.909,14.051,2.095,19.634
7.153,2860.577,13.954,2.034,19.66
7.15,2864.524,14.677,2.07,19.708
7.148,2868.847,15.702,2.093,19.763
7.149,2872.728,16.27,2.173,19.81
7.147,2876.92,16.911,2.284,19.847
7.144,2878.935,17.132,2.4,19.86
7.141,2879.575,16.008,2.509,19.85
7.142,2878.511,15.068,2.622,19.815
7.144,2876.086,14.355,2.731,19.771
7.145,2876.156,12.032,2.936,19.718
7.144,2880.518,10.361,2.994,19.669
7.14,2893.682,9.371,3.005,19.635
7.136,2915.288,8.219,2.858,19.612
7.132,2942.35,7.709,2.559,19.595
7.13,2975.101,7.691,2.271,19.575
7.128,3000.106,8.089,2.078,19.547
7.126,3010.845,9.101,1.949,19.505
7.123,3001.964,8.679,1.85,19.459
7.119,2975.558,8.919,1.82,19.406
7.113,2934.477,9.917,1.739,19.358
7.109,2891.644,9.854,1.745,19.316
7.107,2906.764,10.51,1.776,19.286
7.11,2912.767,11.954,1.89,19.304
7.12,2901.001,13.182,2.038,19.382
7.139,2857.755,14.472,2.294,19.517
7.165,2774.873,16.992,2.751,19.703
7.199,2641.36,20.386,3.323,19.92
7.233,2530.068,25.182,3.816,20.118
7.257,2477.84,29.115,4.268,20.265
7.288,2460.813,34.313,4.532,20.369
7.331,2457.263,35.718,4.837,20.452
7.36,2463.033,33.663,5.25,20.463
7.344,2467.77,30.562,5.459,20.381
7.328,2465.116,27.861,5.244,20.277
7.309,2454.996,26.185,5.064,20.174
7.284,2445.277,25.88,4.875,20.086
7.256,2458.867,25.008,4.563,20.023
7.228,2509.074,24.586,4.167,19.976
7.212,2578.586,23.878,3.733,19.937
7.204,2639.611,21.357,3.539,19.912
7.199,2696.05,19.029,3.489,19.903
7.19,2714.185,16.984,3.483,19.863
7.18,2701.561,13.337,3.503,19.822
7.17,2718.232,10.843,3.436,19.774
7.159,2710.322,9.142,3.167,19.697
7.15,2682.175,8.765,2.865,19.603
7.146,2646.379,9.863,2.722,19.519
7.146,2620.14,12.26,2.662,19.476
7.153,2607.08,15.42,2.738,19.475
7.166,2608.628,18.06,2.954,19.513
7.184,2620.963,19.301,3.183,19.586
7.208,2624.781,21.219,3.415,19.651
7.23,2622.131,23.829,3.768,19.714
7.247,2617.635,24.49,4.111,19.747
7.257,2615.718,24.987,4.416,19.748
7.253,2634.301,24.637,4.645,19.717
7.244,2658.78,23.875,4.625,19.666
7.224,2687.214,23.63,4.307,19.592
7.211,2694.777,23.595,3.847,19.504
7.204,2689.036,23.623,3.592,19.401
7.197,2680.649,24.413,3.425,19.32
7.194,2670.606,23.876,3.291,19.268
7.191,2671.267,22.751,3.12,19.227
7.189,2685.699,21.53,3.022,19.198
7.185,2698.125,19.621,2.922,19.175
7.18,2699.791,18.309,2.921,19.15
7.174,2734.26,17.278,2.934,19.13
7.169,2765.492,17.407,2.801,19.094
7.162,2773.5,17.365,2.683,19.04
7.156,2772.225,16.464,2.675,18.993
7.153,2733.329,16.591,2.743,18.935
7.153,2687.889,17.291,2.875,18.927
7.157,2636.496,17.607,3.105,18.982
7.168,2560.656,20.314,3.35,19.096
7.187,2461.182,25.067,3.651,19.264
7.219,2350.756,29.193,4.169,19.456
7.256,2440.947,32.148,4.951,19.668
7.319,2519.512,34.455,5.794,19.911
7.367,2569.749,36.455,6.785,20.046
7.395,2589.371,38.113,7.491,20.097
7.402,2589.958,39.115,7.86,20.09
7.387,2583.147,39.07,7.967,20.022
7.357,2566.038,37.772,7.796,19.926
7.322,2561.39,35.779,7.454,19.821
7.287,2551.502,34.306,7.028,19.721
7.259,2557.01,33.341,6.636,19.649
7.237,2564.141,32.891,6.264,19.6
7.219,2575.181,33.283,5.968,19.563
7.204,2590.795,34.135,5.663,19.532
7.19,2613.487,34.787,5.335,19.513
7.179,2638.486,35.543,4.985,19.501
7.173,2643.208,35.139,4.639,19.479
7.171,2639.089,34.141,4.396,19.46
7.177,2618.962,32.742,4.307,19.451
7.196,2582.85,31.081,4.432,19.461
7.229,2533.279,30.395,4.768,19.527
7.271,2471.747,30.313,5.335,19.656
7.307,2418.928,30.281,6.125,19.819
7.327,2387.39,30.923,6.76,19.962
7.305,2398.439,31.6,7.087,19.991
7.26,2433.999,32.884,6.839,19.952
7.226,2466.401,35.447,6.228,19.916
7.213,2490.462,38.504,5.674,19.908
