PH,elec,tur,oxy,tem
6.979,325.546,49.169,1.911,31.011
6.981,324.286,50.045,1.912,30.99
6.968,325.34,51.511,2.073,30.984
6.959,326.262,53.224,1.924,31.035
6.966,326.555,54.81,1.938,31.154
6.983,326.136,57.161,2.01,31.375
6.989,326.695,59.568,2.165,31.676
7,325.104,59.806,1.938,32.027
7.022,323.553,61.581,1.869,32.344
7.056,321.225,65.57,1.875,32.617
7.082,318.969,70.713,2.067,32.867
7.086,319.219,71.509,1.89,32.824
7.057,327.063,70.15,1.964,32.538
7.021,339.728,66.464,2.188,32.204
6.982,355.715,61.628,2.659,31.899
6.954,375.983,57.66,2.814,31.671
6.937,402.352,54.602,3.235,31.478
6.929,430.75,52.82,3.759,31.331
6.923,431.273,51.547,4.172,31.222
6.917,425.457,50.186,4.437,31.141
6.917,416.575,49.277,4.243,31.068
6.919,404.647,48.686,3.979,31.012
6.913,388.633,48.382,3.729,30.936
6.907,371.118,48.095,3.601,30.868
6.907,354.773,47.718,3.253,30.805
6.906,343.877,47.228,2.787,30.769
6.895,341.374,46.715,2.505,30.73
6.885,348.06,46.447,2.234,30.715
6.88,380.814,47.043,2.139,30.738
6.881,413.113,49.166,1.989,30.797
6.876,433.211,53.925,2.014,30.858
6.878,433.526,62.577,2.053,30.909
6.89,413.581,76.476,2.245,30.909
6.906,391.017,95.742,2.397,30.824
6.918,377.957,118.686,2.705,30.688
6.942,375.272,140.611,2.61,30.549
6.985,385.575,123.25,2.566,30.375
7.041,408.75,104.145,2.434,30.227
7.049,455.913,88.341,2.494,30.04
7.054,517.301,76.597,2.563,29.863
7.067,576.683,67.744,2.816,29.69
7.089,602.498,59.643,2.747,29.593
7.049,586.76,53.556,2.845,29.538
7.018,541.678,49.88,2.588,29.529
7.006,477.349,47.9,2.521,29.561
7.005,413.179,47.082,2.327,29.649
6.975,366.355,46.918,2.235,29.706
6.959,336.781,47.056,2.147,29.741
6.963,322.448,47.283,2.199,29.756
6.981,317.197,47.491,2.144,29.769
6.965,317.528,47.64,2.257,29.764
6.96,320.883,47.736,2.366,29.772
6.973,327.952,47.813,2.639,29.803
6.998,337.709,47.934,2.849,29.859
6.988,346.2,48.181,3.231,29.917
6.982,347.976,48.657,3.261,29.956
6.987,342.494,49.47,3.476,30.022
6.999,333.188,50.597,3.593,30.119
6.971,326.062,52.096,3.189,30.181
6.951,321.918,53.807,2.71,30.217
6.948,325.049,55.477,2.47,30.204
6.96,336.586,54.571,2.266,30.185
6.947,360.592,52.949,2.32,30.149
6.945,396.923,51.541,2.435,30.116
6.964,450.705,50.603,2.644,30.043
6.995,509.017,49.986,2.732,29.949
6.985,536.721,49.712,2.823,29.847
6.978,520.018,49.537,2.869,29.776
6.977,470.094,49.358,3.039,29.733
6.98,410.512,49.117,3.109,29.717
6.949,362.06,48.913,3.172,29.681
6.929,330.087,48.74,3.156,29.642
6.93,312.485,48.6,3.165,29.598
6.944,304.074,48.527,3.081,29.574
6.926,302.343,48.701,3.07,29.544
6.913,304.446,49.074,3.03,29.539
6.918,309.981,49.747,3,29.565
6.928,318.747,50.744,2.839,29.635
6.904,329.368,52.246,2.811,29.715
6.889,341.98,54.413,2.79,29.796
6.895,350.378,57.244,2.883,29.895
6.912,350.64,59.163,2.832,29.996
6.901,339.194,60.681,2.866,30.101
6.899,327.229,60.65,2.801,30.172
6.907,316.866,59.3,2.864,30.221
6.924,309.362,58.063,2.859,30.195
6.911,305.675,57.155,2.995,30.138
6.911,304.106,54.716,3.135,30.066
6.925,308.102,52.719,3.343,29.982
6.944,311.556,51.207,3.388,29.921
6.928,318.095,50.203,3.444,29.852
6.91,323.701,49.558,3.455,29.792
6.909,329.852,49.139,3.529,29.733
6.92,335.41,48.879,3.488,29.676
6.902,341.994,48.816,3.561,29.603
6.89,349.283,49.215,3.578,29.534
6.893,359.827,50.311,3.634,29.469
6.903,371.875,52.383,3.373,29.435
6.89,390.142,55.679,3.181,29.418
6.889,417.179,59.129,2.915,29.468
6.906,456.898,63.511,2.735,29.604
6.939,499.862,69.486,2.574,29.823
6.944,545.069,74.919,2.591,30.092
6.95,560.455,78.376,2.591,30.361
6.961,536.167,80.031,2.736,30.581
6.974,491.44,80.74,2.875,30.709
6.954,449.446,80.464,3.086,30.798
6.939,416.289,77.089,3.174,30.836
6.928,391.01,72.745,3.23,30.814
6.923,373.111,67.757,3.142,30.725
6.895,366.627,63.61,3.141,30.623
6.882,364.229,60.799,3.064,30.5
6.886,363.429,59.691,3.202,30.391
6.902,362.579,59.442,3.303,30.305
6.894,364.081,58.926,3.372,30.231
6.886,365.716,57.746,3.242,30.172
6.889,366.269,57.347,3.32,30.127
6.901,367.645,55.876,3.043,30.072
6.892,372.006,54.439,2.885,29.995
6.882,376.747,53.458,2.658,29.919
6.885,377.999,53.254,2.5,29.845
6.888,377.273,53.883,2.296,29.802
6.873,376.978,56.359,2.18,29.8
6.861,374.142,60.99,2.093,29.861
6.862,369.74,66.765,2.099,29.994
6.872,366.676,73.489,1.96,30.188
6.865,366.614,78.384,1.954,30.401
6.858,368.352,78.842,2.019,30.552
6.855,374.704,77.37,2.293,30.634
6.854,379.612,76.502,2.698,30.668
6.84,382.203,75.991,3.407,30.728
6.831,380.811,74.179,4.116,30.812
6.828,378.752,70.976,4.509,30.89
6.834,377.692,67.537,4.884,30.876
6.822,379.625,64.995,5.102,30.81
6.812,380.971,63.018,5.257,30.737
6.813,383.233,61.434,5.157,30.662
6.818,385.406,59.405,5.089,30.594
6.81,388.753,56.608,5.047,30.527
6.802,393.615,53.599,5.099,30.468
6.804,400.007,51.557,4.963,30.409
6.804,406.238,50.394,4.934,30.356
6.789,413.498,50.256,4.991,30.306
6.774,418.458,51.35,5.187,30.27
6.763,420.409,53.783,5.169,30.24
6.747,420.393,57.559,5.173,30.251
6.712,418.817,62.341,5.156,30.309
6.674,412.692,64.433,5.145,30.457
6.646,403.092,63.238,4.937,30.71
6.642,386.574,62.187,4.88,31.035
6.75,372.894,61.801,4.935,31.256
6.864,363.036,62.249,5.096,31.374
6.945,357.175,62.303,5.064,31.441
7.019,361.183,61.372,5.065,31.45
7.072,364.801,59.733,5.072,31.423
7.084,369.213,58.359,5.116,31.342
7.092,374.303,58.173,4.936,31.254
7.109,380.701,57.583,4.845,31.179
7.12,388.336,58.938,4.81,31.123
7.104,395.193,63.125,4.883,31.096
7.102,405.243,69.118,4.714,31.142
7.126,417.959,75.86,4.661,31.277
7.161,438.957,82.259,4.706,31.505
7.174,473.283,88.6,4.829,31.802
7.185,519.521,92.436,4.678,32.14
7.207,580.117,94.514,4.598,32.473
7.223,632.705,96.555,4.578,32.744
7.198,646.8,100.331,4.647,32.919
7.175,603.802,105.829,4.454,32.962
7.166,560.82,108.974,4.48,32.951
7.173,526.984,107.275,4.606,32.884
7.159,498.759,103.959,4.739,32.756
7.143,461.969,94.662,4.596,32.548
7.135,436.208,85.829,4.551,32.32
7.129,423.877,78.783,4.564,32.102
7.097,419.095,75.242,4.687,31.905
7.07,426.454,74.1,4.532,31.721
7.052,447.445,77.162,4.467,31.553
7.049,471.38,84.447,4.474,31.412
7.021,498.021,95.979,4.573,31.249
7.011,520.762,104.661,4.361,31.08
7.016,537.904,108.813,4.245,30.916
7.032,545.212,106.339,4.236,30.771
7.014,560.88,100.996,4.325,30.658
7.004,583.213,88.22,4.076,30.577
6.999,609.996,81.306,3.906,30.526
6.994,636.239,80.113,3.853,30.487
6.959,650.997,84.339,3.87,30.422
6.93,664.453,92.216,3.55,30.36
6.917,674.259,99.105,3.39,30.299
6.915,659.459,100.848,3.455,30.271
6.894,619.209,97.46,3.69,30.232
6.875,563.174,91.56,3.549,30.199
6.869,500.019,82.068,3.538,30.157
6.865,446.981,72.292,3.61,30.14
6.837,411.906,64.201,3.787,30.118
6.815,396.04,58.006,3.54,30.098
6.805,395.056,53.985,3.396,30.063
6.801,406.714,51.336,3.324,30.038
6.783,422.83,49.694,3.338,30.019
6.764,436.398,48.86,2.841,30.002
6.754,450.171,48.547,2.346,29.969
6.75,465.184,48.637,1.891,29.942
6.734,480.679,49.192,1.579,29.905
6.725,494.827,50.462,1.372,29.869
6.716,506.797,52.947,1.179,29.833
6.71,516.358,57.022,0.939,29.809
6.694,521.957,62.727,0.768,29.787
6.678,514.211,67.763,0.633,29.788
6.664,492.204,72.191,0.475,29.813
6.652,467.375,75.435,0.352,29.901
6.637,449.259,79.18,0.279,30.083
6.627,442.527,83.321,0.297,30.39
6.623,451.66,88.972,0.396,30.808
6.625,471.874,93.166,0.582,31.273
6.624,488.728,93.794,0.801,31.726
6.631,499.256,88.073,1.01,32.091
6.648,494.586,79.706,1.244,32.299
6.664,473.904,70.825,1.474,32.297
6.66,444.632,63.239,1.813,32.09
6.645,403.846,57.503,2.114,31.733
6.622,367.306,53.536,2.256,31.347
6.596,337.211,51.38,2.442,31.019
6.57,317.675,50.408,2.702,30.754
6.547,306.148,49.471,3.112,30.583
6.527,299.41,48.982,3.234,30.481
6.51,295.909,48.656,3.273,30.431
6.496,294.772,48.521,3.262,30.382
6.485,294.575,48.462,3.229,30.343
6.466,294.809,48.717,3.11,30.303
6.449,296.25,49.512,3.044,30.268
6.447,298.815,51.053,3.012,30.224
6.446,301.808,53.769,3.019,30.199
6.436,305.593,58.104,2.963,30.201
6.422,307.735,63.284,2.888,30.24
6.417,311.074,69.111,2.792,30.32
6.412,315.095,77.723,2.697,30.475
6.402,316.045,86.625,2.52,30.725
6.386,310.555,95.779,2.368,31.071
6.373,305.206,100.809,2.303,31.361
6.379,304.539,102.148,2.356,31.522
6.395,310.143,99.082,2.45,31.56
6.424,325.479,92.639,2.588,31.518
6.441,345.966,85.702,2.74,31.425
6.445,367.592,80.04,2.879,31.302
6.441,388.862,74.881,2.923,31.174
6.467,402.886,69.897,2.983,31.038
6.479,411.263,64.39,3.068,30.911
6.481,418.438,59.423,3.143,30.796
6.47,428.512,55.869,3.161,30.707
6.476,440.83,53.804,3.163,30.623
6.474,453.009,53.563,3.16,30.56
6.472,461.673,55.887,3.172,30.514
6.467,468.89,60.913,3.143,30.51
6.481,480.318,67.861,3.134,30.521
6.486,496.846,76.054,3.149,30.565
6.487,519.341,84.751,3.154,30.648
6.487,548.885,91.655,3.088,30.764
6.501,565.027,97.319,3.035,30.898
6.514,559.289,100.801,3.026,31.036
6.522,524.103,103.513,3.071,31.219
6.527,491.826,101.909,3.141,31.406
6.539,469.996,99.058,3.335,31.576
6.544,456.313,95.817,3.662,31.694
6.545,447.492,93.794,4.162,31.765
6.541,443.704,90.641,4.684,31.766
6.532,442.173,87.516,5.249,31.714
6.515,441.278,82.814,5.653,31.613
6.497,436.844,78.124,5.859,31.49
6.477,432.117,72.352,5.771,31.369
6.464,425.825,65.985,5.361,31.245
6.45,416.832,59.914,4.741,31.136
6.443,404.647,56.163,4.109,31.047
6.442,391.277,54.093,3.538,30.982
6.453,379.645,53.521,3.199,30.93
6.459,371.422,53.302,3.135,30.897
6.461,367.754,54.475,3.209,30.864
6.461,365.4,56.987,3.279,30.847
6.479,364.277,59.874,3.25,30.842
6.494,364.482,61.208,3.194,30.905
6.513,366.02,61.72,3.013,31.044
6.532,367.68,64.436,2.856,31.244
6.545,369.36,68.633,2.67,31.531
6.555,371.894,72.89,2.643,31.905
6.571,374.865,79.731,2.599,32.324
6.598,381.71,90.849,2.578,32.746
6.623,400.665,103.889,2.486,33.091
6.648,433.21,113.607,2.468,33.325
6.667,492.514,118.435,2.396,33.423
6.686,573.302,114.458,2.366,33.354
6.698,645.596,105.635,2.294,33.1
6.701,674.039,98.194,2.305,32.706
6.696,673.728,91.44,2.252,32.227
6.677,649.484,90.026,2.245,31.734
6.667,633.057,91.795,2.166,31.429
6.656,576.634,94.605,2.12,31.226
6.637,530.895,95.341,1.992,31.126
6.63,495.427,92.916,1.929,31.041
6.638,469.552,89.497,1.864,30.898
6.646,467.61,85.358,1.923,30.697
6.653,464.079,80.952,1.972,30.492
6.66,445.517,75.968,2.127,30.314
6.658,410.671,71.943,2.248,30.182
6.649,378.507,68.914,2.463,30.095
6.636,353.695,66.422,2.61,30.049
6.628,336.387,63.07,2.758,30.015
6.619,324.515,60.235,2.803,29.98
6.61,318.42,56.936,2.843,29.951
6.599,313.964,55.025,2.818,29.935
6.587,310.334,54.695,2.818,29.917
6.574,306.404,55.6,2.769,29.898
6.566,307.082,55.343,2.759,29.896
6.568,309.098,55.855,2.702,29.943
6.578,317.108,56.705,2.649,30.015
6.583,330.157,57.715,2.536,30.086
6.587,353.382,58.349,2.467,30.159
6.591,384.024,58.764,2.377,30.228
6.603,421.825,59.059,2.376,30.311
6.608,458.743,59.846,2.341,30.375
6.615,487.963,59.479,2.343,30.422
6.622,501.828,58.912,2.316,30.458
6.633,512.747,58.832,2.43,30.484
6.644,521.553,59.384,2.544,30.472
6.658,532.094,59.991,2.738,30.437
6.672,539.634,59.545,2.953,30.388
6.69,553.028,58.531,3.294,30.325
6.704,563.255,56.427,3.642,30.244
6.723,575.372,55.045,3.935,30.168
6.747,586.701,54.728,4.019,30.105
6.774,596.248,54.421,3.993,30.051
6.786,596.968,54.796,3.835,29.997
6.797,591.512,55.455,3.84,29.953
6.803,599.616,56.143,3.895,29.929
6.809,627.419,56.667,4.132,29.912
6.806,674.469,57.701,4.297,29.916
6.804,727.498,60.404,4.448,29.947
6.804,770.987,64.433,4.476,30.011
6.802,829.715,70.135,4.518,30.114
6.786,888.185,77.183,4.485,30.222
6.783,950.304,84.369,4.479,30.353
6.8,949.325,92.383,4.428,30.463
6.835,938.26,99.858,4.437,30.574
6.866,912.68,102.238,4.409,30.657
6.919,879.779,104.569,4.422,30.746
6.993,842.551,106.87,4.368,30.809
7.05,810.28,102.599,4.325,30.838
7.061,784.89,96.47,4.265,30.838
7.074,755.663,89.952,4.307,30.841
7.092,736.212,85.129,4.306,30.821
7.121,722.96,81.556,4.226,30.78
7.099,682.026,78.604,3.977,30.733
7.084,609.768,76.647,3.769,30.707
7.08,519.709,76.001,3.618,30.699
7.094,451.013,77.047,3.741,30.686
7.074,405.311,79.434,3.886,30.644
7.068,380.031,82.643,4.055,30.578
7.066,365.814,86.992,4.124,30.496
7.08,359.002,92.448,4.166,30.389
7.06,354.498,98.491,4.145,30.322
7.048,354.134,98.914,4.121,30.278
7.042,351.908,98.601,4.076,30.299
7.051,350.216,97.868,4.056,30.376
7.036,349.219,96.431,3.977,30.495
7.028,352.824,93.946,3.912,30.629
7.027,359.177,92.126,3.835,30.744
7.044,371.117,93.851,3.813,30.869
7.039,383.323,98.845,3.781,30.97
7.038,395.489,103.275,3.741,31.057
7.033,407.275,101.465,3.678,31.057
7.037,423.95,96.188,3.654,30.956
7.014,442.449,90.624,3.637,30.802
7.006,458.589,85.607,3.676,30.673
7.015,459.111,81.561,3.684,30.599
7.033,455.534,78.648,3.755,30.56
7.028,458.054,76.586,3.953,30.528
7.029,469.226,74.614,4.128,30.488
7.031,487.462,71.222,4.202,30.445
7.033,503.061,68.096,4.215,30.392
7.013,515.709,66.925,4.145,30.339
7.007,530.094,67.586,4.054,30.284
7.008,549.203,70.346,3.962,30.254
7.018,572.689,74.623,3.896,30.237
7.004,599.021,80.252,3.811,30.24
7,626.585,86.641,3.763,30.285
7.006,636.986,93.649,3.693,30.387
7.013,640.857,100.232,3.647,30.568
6.997,646.677,104.939,3.578,30.777
6.994,634.336,106.11,3.507,30.98
6.999,590.037,106.035,3.409,31.097
7.013,523.858,102.97,3.337,31.128
6.998,465.182,98.768,3.218,31.087
6.998,428.058,94.969,3.148,31.038
7.016,407.571,90.781,3.126,30.982
7.039,396.365,87.173,3.276,30.891
7.024,389.953,84.494,3.486,30.772
7.008,388.294,82.67,3.735,30.659
6.994,388.324,82.362,3.797,30.562
6.985,390.42,82.117,3.846,30.486
6.954,391.533,81.75,3.763,30.421
6.935,393.573,79.153,3.612,30.371
6.926,396.692,76.82,3.358,30.338
6.929,399.489,75.258,3.144,30.298
6.914,402.464,75.466,3.018,30.244
6.902,404.485,77.296,2.994,30.199
6.897,405.978,80.115,2.9,30.159
6.899,409.868,83.459,2.859,30.132
6.887,415.523,87.407,2.747,30.104
6.885,427.399,91.55,2.733,30.073
6.892,440.022,93.758,2.663,30.071
6.905,456.254,95.054,2.629,30.093
6.914,477.915,96.294,2.56,30.159
6.944,503.741,95.522,2.553,30.275
6.991,518.396,92.951,2.537,30.416
7.054,506.65,89.963,2.624,30.543
7.062,476.394,87.303,2.712,30.632
7.066,440.105,83.752,2.829,30.711
7.067,403.916,81.072,2.875,30.747
7.075,372.758,79.137,2.991,30.757
7.04,342.975,78.489,3.059,30.664
7.02,322.973,77.783,3.291,30.534
7.016,312.838,74.021,3.524,30.412
7.033,310.645,67.721,3.886,30.312
7.011,311.78,62.045,4.149,30.228
6.993,317.897,56.444,4.384,30.165
6.985,321.071,52.673,4.367,30.126
6.996,317.191,50.525,4.248,30.102
6.973,304.736,49.691,4.02,30.072
6.967,292.606,49.936,3.845,30.042
6.972,282.162,51.168,3.629,30.024
6.987,275.371,53.397,3.516,30.006
6.961,272.85,56.618,3.379,29.992
6.951,275.507,60.385,3.37,30.009
6.959,284.88,61.845,3.321,30.084
6.983,303.13,62.374,3.335,30.232
6.959,332.418,63.572,3.303,30.415
6.949,373.995,65.269,3.344,30.658
6.96,420.999,66.286,3.389,30.917
6.985,457.911,66.652,3.572,31.167
6.96,471.103,66.198,3.76,31.317
6.943,454.585,65.113,4.006,31.382
6.931,425.884,63.098,4.117,31.365
6.93,395.352,60.552,4.192,31.265
6.903,364.368,58.514,4.245,31.065
6.878,339.231,56.713,4.513,30.8
6.855,316.888,55.654,4.898,30.533
6.842,300.143,54.944,5.293,30.298
6.809,289.469,55.059,5.433,30.108
6.789,285.134,54.265,5.276,29.971
6.776,285.392,53.029,4.828,29.877
6.775,286.342,52.549,4.416,29.808
6.771,288.515,52.995,4.034,29.746
6.779,289.728,53.973,3.802,29.697
6.787,290.153,55.546,3.581,29.669
6.798,289.707,58.037,3.493,29.668
6.786,289.208,61.405,3.359,29.691
6.78,290.195,66.296,3.314,29.773
6.774,295.438,73.767,3.196,29.955
6.773,310.111,80.601,3.157,30.252
6.77,334.486,84.143,3.064,30.634
6.77,372.598,82.249,3.052,31.073
6.769,416.102,80.316,2.984,31.467
6.762,432.238,79.911,2.989,31.779
6.736,429.994,80.324,2.921,31.987
6.706,424.298,80.736,2.927,32.214
6.695,419.036,78.694,2.824,32.322
6.701,418.203,73.627,2.813,32.262
6.695,416.537,68.792,2.783,32.046
6.69,421.471,63.806,2.933,31.733
6.681,425.844,59.494,3.162,31.411
6.678,431.291,54.964,3.623,31.139
6.665,433.872,51.857,3.861,30.904
6.661,433.431,49.955,3.919,30.72
6.666,430.521,48.979,3.835,30.578
6.68,429.906,48.745,3.793,30.479
6.681,428.628,49.247,3.697,30.392
6.687,427.871,50.776,3.752,30.329
6.693,426.209,53.602,3.773,30.295
6.706,424.337,57.847,3.902,30.285
6.707,421.111,62.914,3.965,30.287
6.709,417.215,67.906,4.014,30.332
6.708,411.357,72.025,3.954,30.426
6.707,406.525,76.094,3.906,30.558
6.709,402.575,79.031,3.805,30.677
6.712,400.9,79.931,3.744,30.785
6.712,399.961,78.581,3.679,30.855
6.712,401.604,74.35,3.719,30.937
6.706,403.436,67.962,3.839,31.01
6.703,408.824,61.49,4.073,31.115
6.706,415.644,57.001,4.333,31.196
6.722,425.437,53.914,4.534,31.213
6.768,437.274,52.886,4.582,31.112
6.833,451.187,53.188,4.712,30.974
6.896,460.189,54.137,4.809,30.834
6.953,463.382,52.395,4.968,30.722
6.962,456.571,51.242,5.03,30.636
6.975,447.418,51.177,5.068,30.594
7,434.398,52.784,4.999,30.586
7.029,423.655,55.995,4.921,30.585
7.023,416.722,58.826,4.751,30.567
7.023,413.145,64.254,4.624,30.537
7.023,412.638,72.634,4.463,30.493
7.033,412.403,78.09,4.386,30.437
7.005,411.007,86.69,4.26,30.392
6.993,410.362,97.209,4.205,30.387
7.002,413.753,92.343,4.058,30.476
7.028,422.232,91.231,3.994,30.633
7.028,440.586,94.349,3.875,30.834
7.05,469.365,101.478,3.829,31.103
7.076,505.803,110.661,3.741,31.378
7.104,539.865,104.6,3.727,31.679
7.1,555.895,94.308,3.681,31.919
7.106,543.65,84.012,3.661,32.069
7.123,488.169,77.612,3.552,32.056
7.144,428.203,72.391,3.531,31.967
7.118,373.536,69.694,3.456,31.803
7.093,337.264,72.075,3.486,31.624
7.085,310.767,78.729,3.474,31.456
7.082,291.576,92.571,3.584,31.303
7.049,278.879,115.459,3.658,31.168
7.027,275.551,144.402,3.813,31.062
7.019,274.32,145.166,3.912,30.983
7.015,276.267,138.66,4.006,30.918
6.988,278.158,136.55,3.975,30.854
6.969,284.227,109.875,3.911,30.798
6.96,290.613,86.962,3.736,30.772
6.958,295.859,72.526,3.635,30.76
6.938,301.236,66.737,3.401,30.762
6.924,310.242,68.072,3.242,30.782
6.914,318.713,73.251,3.032,30.85
6.912,327.109,74.17,2.936,30.944
6.894,331.71,75.772,2.789,31.028
6.884,333.705,78.353,2.734,31.119
6.88,332.754,73.931,2.634,31.217
6.879,334.05,70.584,2.641,31.325
6.858,336.234,69.909,2.585,31.398
6.842,343.934,68.01,2.591,31.467
6.834,352.103,63.778,2.545,31.509
6.833,361.75,59.468,2.657,31.525
6.82,370.221,57.251,2.803,31.489
6.813,378.767,56.661,2.811,31.43
6.812,385.129,57.669,2.66,31.365
6.815,390.547,59.039,2.701,31.318
6.802,394.759,61.305,2.855,31.256
6.793,401.425,59.787,3.149,31.187
6.792,405.975,57.796,3.401,31.127
6.794,415.285,57.216,3.773,31.069
6.78,421.51,57.395,3.94,30.992
6.772,430.565,58.832,4.111,30.916
6.772,440.302,58.813,4.04,30.851
6.776,451.18,60.399,3.922,30.807
6.763,461.646,63.525,3.69,30.772
6.753,471.883,65.242,3.535,30.764
6.751,479.091,66.41,3.302,30.815
6.755,484.776,66.007,3.178,30.918
6.751,492.085,65.313,2.974,31.039
6.754,503.447,67.18,2.925,31.194
6.765,517.689,68.683,2.792,31.348
6.765,528.781,71.245,2.811,31.498
6.76,538.311,75.924,2.775,31.545
6.762,548.231,81.666,2.861,31.548
6.772,555.301,86.232,2.996,31.539
6.768,559.072,84.497,3.466,31.546
6.768,557.238,80.085,3.888,31.55
6.776,549.521,79.299,4.512,31.571
6.787,530.334,78.2,5.076,31.644
6.783,504.19,78.686,5.299,31.673
6.777,463.574,70.493,5.35,31.671
6.772,421.203,64.222,5.428,31.624
6.771,388.861,61.315,5.357,31.554
6.759,371.718,63.53,5.235,31.449
6.751,362.372,69.705,5.047,31.348
6.749,358.435,82.42,4.912,31.266
6.749,356.819,101.441,4.713,31.213
6.737,361.125,123.32,4.58,31.18
6.725,364.665,119.953,4.45,31.193
6.717,368.062,120.976,4.431,31.258
6.712,371.357,123.273,4.375,31.366
6.699,375.776,111.355,4.378,31.507
6.695,381.721,98.984,4.367,31.638
6.708,392.568,87.443,4.38,31.794
6.748,403.513,82.798,4.32,31.957
6.807,411.104,81.461,4.305,32.093
6.903,417.701,79.494,4.247,32.178
7.04,427.757,76.953,4.287,32.223
7.129,436.999,74.783,4.306,32.169
7.169,447.296,73.374,4.522,32.083
7.195,452.225,70.012,4.775,31.984
7.207,450.696,66.55,5.027,31.869
7.207,436.848,63.532,5.159,31.757
7.18,411.921,60.991,5.224,31.64
7.157,382.563,58.651,5.162,31.533
7.143,357.485,56.762,5.134,31.438
7.138,340.77,55.25,5.075,31.357
7.107,333.49,53.905,5.06,31.267
7.1,332.482,53.208,4.986,31.2
7.107,327.463,54.013,4.893,31.153
7.124,324.999,56.505,4.708,31.133
7.109,324.665,60.636,4.557,31.119
7.102,326.252,64.871,4.402,31.154
7.107,328.572,67.722,4.282,31.244
7.119,332.19,67.676,4.083,31.366
7.095,337.44,66.757,3.906,31.486
7.084,342.801,65.536,3.745,31.611
7.089,351.82,66.576,3.678,31.754
7.11,357.029,68.414,3.639,31.884
7.103,359.198,70.708,3.723,32.007
7.099,360.088,70.822,3.781,32.078
7.108,364.915,68.729,3.822,32.136
7.122,371.077,65.601,3.747,32.132
7.098,379.418,62.131,3.698,32.067
7.079,389.187,58.121,3.68,31.97
7.067,401.34,55.204,3.722,31.875
7.062,415.846,53.61,3.653,31.804
7.02,432.182,52.582,3.666,31.728
6.979,450.218,51.158,3.722,31.676
6.954,468.08,50.179,3.861,31.624
6.941,484.25,49.712,3.966,31.574
6.901,501.039,49.561,4.131,31.504
6.869,509.688,49.687,4.181,31.433
6.856,510.626,50.126,4.182,31.359
6.85,511.639,50.674,4.066,31.318
6.819,515.858,52.025,3.924,31.28
6.798,522.972,54.59,3.739,31.258
6.791,529.373,58.694,3.566,31.255
6.793,526.884,63.658,3.371,31.301
6.776,519.303,69.423,3.263,31.377
6.764,515.528,72.341,3.187,31.484
6.762,516.21,75.337,3.178,31.612
6.765,520.691,78.211,3.128,31.711
6.749,527.074,79.416,3.114,31.81
6.735,535.88,78.118,3.124,31.875
6.731,552.069,76.492,3.16,31.909
6.734,573.347,74.265,3.158,31.902
6.728,592.725,72.259,3.357,31.872
6.723,599.888,67.788,3.655,31.824
6.725,591.328,63.394,4.004,31.771
6.732,560.573,58.751,4.176,31.726
6.729,532.103,55.766,4.23,31.685
6.72,506.266,53.636,4.083,31.641
6.714,476.363,52.77,4.069,31.601
6.708,450.165,52.237,3.903,31.555
6.698,434.673,51.864,3.804,31.484
6.687,426.045,52.268,3.643,31.421
6.681,423.857,53.46,3.547,31.349
6.681,424.524,54.601,3.4,31.292
6.683,425.263,56.603,3.307,31.237
6.683,424.442,58.302,3.16,31.215
6.686,422.251,60.244,3.099,31.233
6.691,417.396,62.47,2.995,31.325
6.692,414.893,61.825,2.991,31.465
6.689,412.751,61.718,2.942,31.602
6.685,411.829,63.031,2.93,31.736
6.68,404.831,64.515,2.798,31.848
6.675,389.571,67.838,2.757,31.943
6.672,371.854,70.597,2.661,32
6.671,361.082,70.249,2.631,32.029
6.671,355.965,68.784,2.5,31.986
6.666,361.072,65.951,2.585,31.87
6.662,369.197,61.387,2.826,31.732
6.661,382.528,56.86,3.128,31.584
6.666,394.055,53.601,3.207,31.445
6.672,405.435,51.585,3.199,31.304
6.676,414.103,50.15,3.091,31.188
6.68,421.281,49.432,3.043,31.085
6.683,427.13,49.326,2.937,31.004
6.687,431.552,49.844,2.955,30.921
6.692,434.493,51.127,2.874,30.849
6.699,434.795,53.409,2.829,30.781
6.702,432.885,56.911,2.702,30.724
6.707,428.893,61.135,2.682,30.679
6.711,422.051,64.864,2.541,30.677
6.719,412.814,69.419,2.425,30.724
6.726,401.796,73.317,2.188,30.823
6.731,394.751,73.565,2.075,30.95
6.734,388.548,70.076,1.855,31.083
6.738,390.967,66.732,1.681,31.222
6.74,397.997,64.523,1.545,31.323
6.742,408.288,63.476,1.61,31.424
6.742,423.218,61.986,1.689,31.471
6.746,444.502,60.753,1.918,31.444
6.749,473.465,58.306,2.031,31.305
6.756,496.951,55.977,2.379,31.174
6.762,511.013,54.778,2.765,31.028
6.772,521.461,53.937,3.301,30.888
6.781,530.047,53.24,3.686,30.771
6.792,539.388,52.694,3.954,30.678
6.798,549.872,52.298,4.018,30.596
6.803,561.365,52.494,4.075,30.515
6.808,574.942,53.357,4.071,30.464
6.816,594.355,54.474,4.125,30.425
6.815,621.242,56.528,4.091,30.395
6.818,656.854,58.344,4.082,30.388
6.82,699.69,59.771,3.995,30.422
6.823,752.288,61.786,3.981,30.5
6.816,810.09,65.347,3.889,30.598
6.814,847.031,69.387,3.86,30.702
6.812,858.952,74.755,3.78,30.792
6.816,852.887,77.792,3.795,30.882
6.817,827.978,79.73,3.763,30.942
