tem,PH,tur,elec,oxy
30.9,6.98,48,352,0.44
31,6.96,48,352,0.52
31.4,7.11,49,355,1.41
31.5,7,48,358,1.17
31.6,6.99,48,367,0.61
31.9,7.03,51,367,1.25
33.4,7.29,52,342,6.64
33,7.17,50,370,3.51
33.4,7.3,50,342,4.28
33,7.2,50,364,2.1
32.4,7.21,53,429,0.96
32.4,7.06,49,410,0.91
32,7,50,466,0.41
31.8,7.02,50,466,0.34
31.7,7.13,52,479,0.32
31.5,7.01,49,519,0.24
31.4,7.02,49,525,0.26
31.3,7.01,49,500,0.22
31.3,7.16,48,507,0.34
31.2,7.01,47,507,0.25
31.1,7.02,48,485,0.22
31.1,7.03,47,482,0.23
31.2,7.1,48,419,0.28
31,7.02,48,504,0.2
31,7.02,48,498,0.2
31,7.03,48,516,0.21
31.3,7.12,48,532,0.35
31.3,7.02,48,522,0.23
31.4,7.02,49,504,0.33
31.8,7.01,49,497,0.28
32.7,7.16,50,450,0.88
33,7,49,453,0.58
33.2,7.07,50,447,1.12
33.2,7.03,58,508,0.81
33.3,7.18,93,638,1.05
33.5,7.06,102,806,0.5
33.2,7.09,103,676,0.43
32.7,7.1,78,513,0.4
32.5,7.18,77,500,0.42
32.3,6.99,66,456,0.39
32.1,6.98,55,400,0.44
32,6.98,53,400,0.37
31.9,7.1,55,404,0.69
31.7,6.97,50,426,0.47
31.7,6.98,50,416,0.39
31.6,6.99,50,416,0.27
31.6,7.05,50,382,0.43
31.5,6.95,50,364,0.29
31.4,6.96,49,355,0.31
31.4,6.94,49,370,0.45
31.7,7.08,50,389,0.73
31.8,7.26,50,306,4.26
31.8,7.16,52,303,4.13
32,7.28,253,305,5.91
32.1,7.48,247,407,5.47
32.3,7.33,212,419,4.57
32.3,7.37,85,453,4.73
32.4,7.52,70,494,5.97
32.2,7.59,93,476,6.29
31.7,7.45,135,565,5.13
31.5,7.27,140,645,3.66
31.1,7.19,105,629,2.48
31.3,7.38,78,457,3.12
31.2,7.14,69,425,2.89
31.2,7.16,63,423,2.77
31.1,7.14,63,404,2.51
31.2,7.24,61,395,2.67
30.7,7.13,70,410,2.54
30.7,7.1,60,398,2.32
30.7,7.06,55,389,2.16
30.7,7.3,55,380,2.63
30.5,7.11,54,389,2.75
30.2,7.1,60,383,2.65
30.3,7.07,56,392,2.29
30.5,7.37,51,398,2.51
30.2,7.09,51,420,2.65
30.5,7.06,50,435,2.34
30.4,7.1,50,438,2.43
30.7,7.43,60,441,2.68
30.6,7.19,50,420,3.36
30.4,7.11,67,398,2.66
30.3,7.1,61,398,2.71
30.2,7.45,64,432,2.32
29.8,7.07,63,587,1.98
29.6,7.08,57,721,1.39
29.6,7.06,59,648,1.03
29.7,7.51,64,569,0.98
29.7,7.03,52,467,0.94
30.1,6.99,49,368,0.95
30.1,6.98,48,359,0.92
30.2,7.43,48,355,0.95
30.2,6.97,47,355,0.89
30,6.96,47,358,0.83
30,6.95,47,358,0.83
30.1,7.45,47,362,0.9
30,6.97,47,358,0.85
30,6.96,47,365,0.85
30.1,6.95,47,365,1.05
30.1,7.45,48,374,1.63
30.1,6.97,47,374,1.37
30,7,48,373,1.94
30.3,6.99,48,376,2.56
30.8,7.44,48,395,3.85
30.9,7.11,48,395,4.51
31.3,6.66,49,380,5.37
31.4,7.01,52,376,5.33
31.6,7.43,59,388,11.55
31.3,7.05,81,535,4.98
30.9,7.02,110,717,4.06
30.5,7.01,112,766,2.87
30.2,7.33,110,751,2.13
29.9,6.96,113,593,1.99
29.8,6.91,101,451,2.14
29.7,6.91,78,392,2.02
29.8,7.18,65,367,2.02
29.5,6.88,66,355,2.01
29.5,6.8,66,346,1.9
29.4,6.9,66,346,2.11
29.5,7.1,77,346,1.9
29.3,6.89,60,346,1.72
29.2,6.85,63,346,1.73
29.3,6.86,60,337,1.9
29.7,7.13,60,331,2.6
29.6,6.93,54,334,3.18
29.6,6.91,58,334,3.67
29.8,6.96,51,330,4.43
30.4,7.25,77,331,6.73
30.5,6.94,65,333,6.67
30.9,7.23,70,331,8.51
30.9,7.14,79,334,7.73
30.9,7.44,63,340,7.12
31.5,7.25,109,343,8.1
31.2,7.17,153,623,6.08
30.6,7.05,130,915,3.07
30.3,7.45,122,853,1.85
29.9,6.97,109,813,1.33
29.8,7.02,83,642,1.68
29.8,7,71,513,2.19
29.7,7.34,73,438,2.69
29.7,6.91,55,404,2.4
29.6,6.89,57,389,2.38
29.4,6.91,50,334,2.29
29.4,7.26,55,318,2.36
29.4,6.88,50,343,2.15
29.3,6.86,50,346,2.05
29.4,6.83,50,340,2.36
29.8,7.27,78,346,3.67
30.1,6.99,101,349,4.6
30.3,6.97,96,367,4.45
30.8,6.99,121,416,4.41
31,7.27,94,392,5
31.7,6.95,124,432,5.4
31.8,7.09,96,386,6.34
32.1,7.2,90,380,7.87
32.2,7.39,83,376,8.78
31.8,7.37,67,364,9.23
31.4,7.29,67,380,7.74
31.1,7.32,66,386,8.09
30.9,7.33,64,397,7.22
30.6,7.15,54,423,6.59
30.4,7.13,50,447,6.04
30.3,7.08,50,467,5.81
30.3,7.28,50,479,5.82
30.2,7.04,49,476,5.17
30.1,7.03,49,476,5.16
30.1,7.01,49,476,5.13
30.2,7.18,49,466,5.19
30,7.02,49,479,4.45
29.8,6.96,49,482,4.29
30,6.93,50,467,4.79
30.3,7.2,52,463,5.75
30.6,7.1,50,473,6.44
31.1,7.12,50,485,7.15
31.5,7.18,50,510,7.56
31.7,7.27,51,522,8.3
31.8,7.23,51,528,8.11
32,7.14,50,538,8.18
31.8,7.29,49,532,8.27
31.9,7.24,56,587,8.38
31.7,7.35,50,639,8.38
31.4,7.34,50,635,8.26
31.1,7.17,50,641,7.61
31,7.24,50,657,7.37
30.8,7.07,49,673,6.42
30.7,7.07,49,686,6.41
30.6,7.16,49,689,6.18
30.7,7.2,49,711,6.34
30.6,7.11,49,657,5.6
30.5,7.09,48,711,5.47
30.4,7.07,48,712,5.13
30.4,7.18,49,723,5.58
30.2,7.06,48,717,4.96
30.3,7.03,92,667,4.69
30.6,7.05,50,676,5.13
30.9,7.13,50,695,6.3
31.1,7.11,49,698,6.68
31.3,7.17,49,644,7.3
31.6,7.2,49,742,7.83
31.6,7.18,50,747,7.67
32.1,7.26,49,763,8.36
32.2,7.25,49,784,8.55
32.1,7.23,49,790,8.31
32,7.2,50,837,8.56
31.8,7.23,49,850,7.68
32.1,7.3,55,806,8.07
31.9,7.24,53,757,7.29
31.7,7.16,64,705,6.36
31.3,7,67,742,3.38
30.9,7,76,752,1.83
30.8,7.03,73,733,1.6
31,7.07,68,429,3.15
30.8,6.93,56,386,2.74
30.8,6.95,50,356,2.63
30.8,6.92,50,349,2.91
30.8,6.95,50,334,2.93
30.6,6.91,49,343,3.26
30.6,6.93,50,356,2.12
30.6,6.91,50,346,2.52
30.8,6.93,58,349,3.24
30.9,6.91,57,355,3.15
31.2,6.93,65,368,3.03
31.2,7.48,70,365,6.55
31.9,7.64,68,380,7.01
31.9,7.18,65,380,6.92
32,7.36,65,407,7.16
31.8,7.32,60,423,7.41
31.8,7.84,63,460,8.05
31.5,7.77,58,469,7.37
31.3,7.29,61,479,6.98
31.2,7.33,60,463,6.58
31.2,7.67,67,470,6.44
31,7.37,75,482,5.71
30.9,7.25,77,482,5.71
30.8,7.32,69,514,5.43
30.8,7.63,59,575,5.48
30.6,7.18,50,620,5.06
30.5,7.25,49,680,4.8
30.5,7.09,49,711,4.7
30.5,7.56,49,727,4.78
30.4,7.04,49,720,4.45
30.1,7.24,49,696,4.86
29.6,7.11,50,599,5.17
29.8,7.54,50,652,5.31
29.6,7.26,50,609,4.94
29.6,7.19,84,448,4.07
29.4,7.03,122,420,3.62
29.2,7.46,135,411,3.69
29.1,7.15,136,430,3.24
29.2,7.04,104,444,2.61
29.5,6.96,73,368,2.09
29.8,7.39,53,343,1.7
29.8,6.95,50,330,1.34
29.7,6.93,50,337,1.21
29.6,6.93,50,352,0.93
29.7,7.37,53,376,0.88
29.5,6.96,58,392,0.77
29.4,6.91,59,343,0.67
29.2,6.91,69,395,0.71
28.9,7.36,88,581,0.78
28.7,6.92,101,680,0.67
28.6,6.91,109,572,0.63
28.3,6.91,147,417,0.79
28.1,7.32,178,343,2.06
28.1,6.88,187,309,1.12
28,6.88,200,296,1.11
27.9,6.83,220,264,1.13
27.9,7.19,239,246,1.19
27.9,6.85,225,255,1.11
27.9,6.88,196,268,1.38
28,6.85,195,293,1.54
28.1,7.26,174,362,1.73
28.3,6.89,139,530,2
28.6,6.9,116,561,1.91
29.1,7.01,123,570,1.9
,,,,
,,,,
28.7,6.86,103,332,1.54
28.5,6.84,96,295,1.48
28.5,7.12,96,277,1.43
28.4,6.72,87,260,1.38
28.3,6.71,89,250,1.31
28.2,6.83,81,244,1.26
28.2,7.16,87,178,1.4
28.3,6.81,70,423,1.2
28.3,6.88,61,592,1.15
28.2,6.83,54,445,1.13
28.3,7.21,58,294,1.13
28.2,6.81,55,304,1.05
28.1,6.8,50,275,1.05
28.2,6.77,51,253,1.15
28.7,7.2,51,260,1.7
29.2,6.75,50,262,1.99
29.8,6.89,50,259,2.21
30.1,6.78,51,256,2.44
31.2,7.22,68,232,3.13
31.5,6.92,81,343,2.98
32,6.94,98,729,2.78
32.2,7.02,132,558,2.62
32.5,7.61,154,820,2.61
31.9,7.02,106,451,2.28
30.9,6.94,100,377,1.8
30.6,6.94,93,341,1.89
30.2,7.47,82,319,2.05
29.9,6.93,76,312,1.91
29.8,6.89,128,303,1.9
29.7,6.92,109,294,1.99
29.7,7.41,69,247,2.01
29.5,6.84,52,276,2.02
29.3,6.82,53,275,2.06
29.3,6.82,50,226,2.09
29.4,7.34,55,256,2.04
29.3,6.82,50,238,1.87
29.2,6.8,50,269,1.79
29.3,6.8,50,272,1.99
29.6,7.3,50,250,2.38
29.8,6.8,50,303,2.8
30.1,6.82,50,309,3.22
30.5,6.81,50,279,3.53
30.8,7.29,75,316,3.91
31.6,6.82,121,312,4.22
32,6.87,135,634,3.78
32.2,6.88,160,824,3.16
32.5,7.43,227,932,3.04
32.3,6.98,196,763,2.75
31.7,6.99,227,574,2.64
31.1,6.96,153,532,2.82
30.9,7.38,109,325,2.88
30.6,6.91,92,401,2.74
30.5,6.85,84,395,2.73
30.3,6.84,84,383,2.72
30.2,7.23,78,359,2.96
29.9,6.8,59,331,2.98
29.9,6.79,55,325,2.88
29.8,6.81,62,344,2.8
29.8,7.16,64,338,2.97
29.7,6.79,55,331,2.76
29.6,6.8,62,353,2.78
29.7,6.81,62,337,2.91
30,7.13,66,356,3.28
30.2,6.82,64,371,3.46
30.7,6.84,97,365,3.8
30.8,6.91,66,386,4.16
31.6,7.19,71,371,5.18
31.6,6.86,62,407,4.95
31.6,6.89,63,309,5.11
31.6,6.9,64,256,5.2
31.5,6.88,69,85,5.52
31.2,6.88,61,210,5.02
30.9,6.88,62,205,4.64
30.7,6.88,61,290,4.4
30.7,6.88,59,250,4.42
30.5,6.88,51,451,3.97
30.4,6.88,52,319,3.8
30.3,6.88,50,159,3.68
30.4,6.88,51,331,3.89
30.2,6.88,50,208,3.47
30.2,6.88,50,470,3.43
30.1,6.88,50,97,3.28
30.2,6.88,51,88,3.51
30,6.88,50,168,3.23
30,6.88,51,547,3.16
30.1,6.88,50,177,3.25
30.6,6.88,49,38,4.13
31,6.88,48,122,4.35
31.5,6.91,49,216,4.46
31.8,6.92,49,531,4.77
32.6,7.19,49,235,5.93
32.8,6.97,49,303,5.98
32,6.95,49,429,4.96
31.6,6.91,50,404,4.2
31.7,7.22,55,183,4.66
31.4,6.97,54,602,3.92
31.1,6.93,49,528,4.06
30.8,6.93,49,260,3.93
30.7,7.23,50,350,3.58
30.5,6.92,50,414,3.12
30.4,6.92,49,398,2.97
30.4,6.93,49,395,3.01
30.5,7.19,49,371,3.06
30.4,6.92,50,125,2.9
30.3,6.99,49,451,2.75
30.3,6.89,49,294,2.56
30.3,7.11,49,485,2.59
30.2,6.93,49,225,2.36
30.2,6.9,49,150,2.18
30.2,6.89,49,214,2.07
30.5,7.14,49,110,3.01
30.6,6.91,49,177,2.77
30.9,6.93,49,528,3.21
32.9,6.96,48,476,5.42
33.9,7.15,49,255,7.14
33.6,7.05,50,278,6.72
34.3,7.05,49,59,7.22
31.9,6.95,59,112,2.48
33.3,7.14,54,228,6.37
32.6,6.97,49,72,5.35
31.8,6.98,50,306,2.78
31.1,7.3,53,619,7.05
31.3,7.23,50,589,6.77
31.1,7.36,52,622,5.89
31,7.06,49,610,5.9
30.9,7.14,50,629,5.2
30.8,7.01,53,669,4.64
30.7,7.13,50,610,5.04
30.7,7.14,50,626,5.07
30.6,7.12,50,622,5.2
30.7,7.43,49,629,5.99
30.6,7.1,49,616,5.34
30.7,7.12,56,619,5.07
30.8,7.14,50,623,5.2
31.1,7.6,54,599,5.72
31.3,7.34,51,613,5.82
31.2,7.09,63,653,4.76
31.3,7.2,59,632,4.58
31.9,7.7,62,635,6.92
32.9,7.94,51,616,11.16
33.3,8.7,50,586,14.55
33.4,8.56,51,577,14.29
33.9,8.08,84,543,15
33.4,8.29,77,620,12.46
33,7.8,85,1023,10.62
32.3,7.37,100,953,7.47
32.2,7.84,104,731,7.02
32.2,7.47,71,507,7.85
32.1,7.31,59,426,7.87
32,7.31,55,410,7.62
32,7.77,56,374,7.66
31.8,7.26,52,401,7.17
31.6,7.24,50,371,6.59
31.6,7.13,51,353,6.66
31.6,7.69,56,389,6.5
31.4,7.13,53,334,5.94
31.4,7.09,49,420,5.96
31.4,7.1,50,405,5.82
31.7,7.55,89,408,6.9
31.9,7.19,64,426,8.64
32.3,7.2,64,420,9.27
32.1,7.01,65,420,7.3
32.2,7.48,81,423,6.69
32.3,6.97,77,451,5.92
33.8,7.19,58,432,11.23
34.4,7.36,56,438,13.21
33,7.43,62,738,8.2
32.4,7.08,53,781,6.03
32.4,7.05,50,673,7.41
32,7.01,50,619,7.48
31.8,7.39,50,643,6.74
31.6,7.03,50,635,6.12
31.5,7.03,50,687,5.43
31.3,6.98,50,672,5.29
31.5,7.33,49,663,6.11
31.5,6.92,48,616,5.69
31.4,6.92,48,608,5.56
31.4,6.93,49,644,5.47
31.4,7.29,50,653,5.22
31.2,6.96,49,650,5.01
31.2,6.93,49,675,4.87
31.4,6.89,49,676,4.96
31.7,7.23,48,583,5.53
32.1,6.89,47,507,6.17
32.8,6.95,48,501,7.63
33.4,6.88,48,447,9.42
33.7,7.28,50,486,11.63
33.9,7.17,49,455,12.43
33.9,7.13,50,473,12.24
33.5,7.47,55,429,12.76
33.5,7.35,65,476,12.26
33.5,7.39,68,438,12.06
33.1,7.32,63,583,10.63
32.5,6.97,76,1054,6.43
32.1,7.2,89,1303,4.15
31.7,6.89,100,1059,3.36
31.5,6.92,78,715,3.93
31.6,6.88,71,464,4.59
31.6,7.1,69,417,5.23
31.5,6.78,51,368,4.56
31.3,6.78,53,414,4.11
31.2,6.78,50,392,3.86
31.2,7.03,50,429,4.08
31.1,6.73,49,395,3.54
31,6.79,49,368,3.57
31.2,6.73,49,401,3.79
31.7,6.95,50,389,5.07
32.1,6.83,49,395,6.07
32.3,6.82,51,341,5.78
32.5,6.85,52,380,6.21
33,7.03,69,398,9.34
32.9,6.99,69,441,9.05
32.7,6.94,53,414,9
32.6,6.96,56,444,9.24
32.8,7.06,68,404,10.27
32.5,7.08,54,460,8.66
32.2,6.91,52,465,7.97
32,6.97,56,438,7.49
32,6.99,69,447,7.58
31.8,6.83,58,426,5.98
31.6,6.83,51,435,5.38
31.6,6.81,52,451,5.19
31.5,6.84,68,460,5.46
31.4,6.85,55,460,4.46
31.3,6.84,50,559,4.16
31.3,6.85,50,601,4.11
31.3,6.81,69,613,4.54
31.3,6.85,50,586,4.2
31.1,6.85,50,541,3.78
31,6.84,49,599,3.9
31.3,6.71,52,501,4.78
31.4,6.8,50,613,5.05
31.7,6.77,50,595,5.69
32,6.76,49,657,6.71
32.1,6.57,60,516,8.15
31.7,6.72,54,540,7.08
31.9,6.74,50,629,7.85
32.3,6.74,50,641,9.49
32.3,6.51,55,622,9.71
32,6.7,50,647,8.5
31.8,6.66,50,700,8.44
31.6,6.65,61,550,6.96
31.4,6.4,89,669,4.55
31.2,6.57,79,792,2.26
31,6.59,81,608,2.3
31.1,6.58,62,427,2.94
31.2,6.35,69,349,3.92
31.1,6.48,54,335,3.91
30.9,6.47,122,360,3.83
30.8,6.45,52,347,3.45
30.9,6.28,63,322,3.64
30.8,6.4,50,332,3.06
30.7,6.42,58,337,3
30.7,6.44,50,309,3.03
30.9,6.27,68,309,3.69
31,6.37,55,344,3.69
31.6,6.38,50,325,4.95
31.9,6.35,49,322,5.94
32.2,6.18,72,337,7.41
32,6.28,56,331,4.81
31.5,6.3,109,347,2.69
31.7,6.31,73,414,4.81
32,6.15,64,371,8.96
31.8,6.27,54,371,7.25
31.6,6.29,50,371,7.05
31.3,6.32,58,353,6.25
31.1,6.16,57,438,5.66
30.9,6.31,50,408,4.35
30.7,6.33,49,448,3.86
30.7,6.34,49,457,3.55
30.7,6.19,49,491,4.05
30.7,6.3,49,453,3.24
30.6,6.34,49,519,3.39
30.5,6.35,48,519,3.33
30.5,6.25,49,480,3.45
30.5,6.33,49,532,2.72
30.3,6.35,49,477,3.32
30.3,6.36,49,467,2.84
30.7,6.24,49,571,3.87
30.9,6.35,49,492,3.45
31.1,6.39,49,510,3.78
31.1,6.39,49,559,4.32
31,6.31,50,547,4.56
31,6.41,56,534,3.66
31.3,6.45,57,501,4.67
31.5,6.48,53,525,5.5
31.7,6.76,67,732,7.45
31.8,7.24,61,610,6.34
31.8,7.11,57,652,7.02
31.8,7.42,130,631,7.27
31.7,7.74,78,601,7.27
31.6,7.27,76,608,5.76
31.2,7.13,178,709,2.67
31.3,7.09,133,697,3.37
31.5,7.76,72,616,4.05
31.4,7.26,201,467,5.29
31.4,7.3,62,420,5.65
31.4,7.26,55,407,6.1
31.3,7.75,53,402,5.4
31.1,7.21,52,413,4.69
31.2,7.24,49,410,4.54
31.2,7.19,190,401,4.67
31.5,7.75,58,405,5.73
31.5,7.13,174,404,5.02
31.6,7.22,71,404,5.03
32,7.29,65,392,6.49
32.8,7.86,273,386,9.15
32.8,7.46,62,386,9.73
32.7,7.3,76,398,8.33
32.8,7.36,88,407,9.31
32.5,7.81,69,441,7.57
32.2,7.14,62,479,6.23
31.9,7.11,97,510,5.27
31.7,7.12,54,513,5.96
31.5,7.71,240,519,5.34
31.3,7.08,59,519,4.62
31.1,7.03,54,534,4.1
31,7.03,49,550,3.83
31.1,7.59,49,532,5.49
30.9,7.05,49,526,3.93
30.9,7.05,47,516,4.06
30.8,7.1,48,498,4.28
31,7.54,167,438,4.46
31,7.07,120,430,4.25
31,7.06,49,429,4.12
31.1,7.02,177,417,4.46
31.5,7.58,49,426,5.62
31.9,7.26,49,430,7.1
32.6,7.4,54,413,10.23
33.1,7.36,78,474,9.99
33.8,7.68,94,662,10
34,7.3,93,685,9.39
33.7,7.33,80,551,9.62
33.4,7.37,67,426,9.11
33.4,7.65,67,420,11.1
33.2,7.3,69,398,10.72
32.9,7.34,65,386,9.98
32.6,7.3,64,377,8.84
32.5,7.57,58,368,8.94
32.4,7.05,58,365,7.6
32.3,7.14,57,364,7.31
32.2,7.07,54,362,7.18
32.2,7.45,55,365,7.1
31.9,7.11,50,362,6.31
31.8,7.03,52,365,6.18
31.8,7.02,50,368,5.88
31.9,7.37,50,377,6.23
31.7,6.98,50,386,5.44
31.7,7.02,50,392,5.08
31.8,7,50,389,5.35
32.1,7.35,50,392,6.99
32.5,7.14,49,383,7.83
33,7.15,50,380,9.4
32.8,7.01,55,383,7.08
32.7,7.33,62,383,7.11
33.3,7.14,58,380,10.26
34.8,7.32,57,375,14.11
35,7.58,53,375,15
34.6,7.41,66,377,15
33.9,7.45,50,388,14.08
33.2,7.35,54,401,10.82
32.7,7.25,53,432,9.41
32.5,7.33,56,451,8.71
32.1,7.06,50,464,6.88
32.2,7.15,55,429,7.49
32.2,7.22,51,405,8.37
32.4,7.35,60,398,9.02
32.3,7.17,53,401,7.42
32.4,7.1,55,398,6.45
32.3,7.15,53,395,6.27
32.4,7.29,52,398,6.81
32.3,7.15,50,407,5.52
32.2,7.09,52,416,4.93
32.2,7.09,53,426,4.72
32.5,7.29,52,435,6.38
32.7,7.24,50,438,6.8
33.2,7.23,57,444,7.96
33.5,7.32,52,450,8.7
33.8,7.36,63,457,9.57
34.6,7.59,53,438,13.45
34.6,7.62,57,428,13.47
33.9,7.55,76,428,11.48
32.9,7.31,62,456,0
32.8,7.16,56,457,0
32.8,7.17,56,457,0
33.1,7.33,50,439,5.36
33,7.4,50,438,5
32.7,7.43,49,441,4.95
32.6,7.32,49,441,4.7
32.5,7.32,49,445,4.41
32.6,7.4,49,448,4.04
32.4,7.29,49,451,4.14
32.4,7.21,49,460,3.78
32.3,7.16,49,473,3.51
32.3,7.38,51,451,3.34
32.3,7.25,50,494,3.2
32.2,7.21,49,501,3.02
32.2,7.23,49,504,2.97
