tem,PH,elec,tur,oxy
24.90,7.14,2713.73,62.76,3.99
24.73,7.11,2617.39,52.96,4.28
24.56,7.10,2424.43,46.93,4.50
24.43,7.07,2303.97,47.89,4.47
24.31,7.08,2304.65,53.59,4.28
24.14,7.10,2284.21,54.71,4.17
23.95,7.12,2228.51,47.87,4.26
23.89,7.12,2220.15,40.83,4.42
23.82,7.12,2231.67,40.81,4.35
23.81,7.11,2283.96,44.12,4.20
23.95,7.11,2405.96,47.85,3.97
24.15,7.12,2567.51,49.75,3.73
24.32,7.09,2654.71,52.20,3.58
24.41,7.09,2678.26,53.98,3.55
24.47,7.09,2662.16,59.97,3.56
24.48,7.10,2630.45,63.12,3.63
24.47,7.10,2596.81,64.52,3.84
24.48,7.11,2528.72,67.80,4.35
24.46,7.12,2449.02,69.28,4.90
24.41,7.12,2374.40,71.95,5.33
24.37,7.11,2319.57,68.29,5.64
24.38,7.10,2339.43,73.13,5.05
24.36,7.08,2396.92,73.38,4.17
24.32,7.04,2452.14,61.63,3.54
24.27,7.06,2478.52,54.76,3.26
24.20,7.06,2445.06,47.76,3.34
24.13,7.07,2375.05,46.68,3.67
24.10,7.08,2373.98,58.18,3.57
24.14,7.07,2434.28,61.34,3.23
24.13,7.07,2456.62,57.48,3.11
23.98,7.08,2330.98,51.24,3.44
23.90,7.10,2243.59,45.35,3.82
23.92,7.08,2291.81,53.57,3.47
23.96,7.06,2398.49,57.56,3.07
23.96,7.05,2475.82,56.06,3.02
23.92,7.05,2484.54,55.30,3.16
23.81,7.04,2422.22,51.35,3.48
23.80,7.04,2391.11,50.04,3.85
23.80,7.04,2408.96,54.31,3.95
23.81,7.04,2500.94,56.42,4.22
23.83,7.03,2824.32,64.87,4.12
23.87,7.01,3576.59,70.10,3.67
23.92,6.97,4907.04,63.53,2.75
23.79,6.98,4437.26,58.13,2.70
23.61,7.03,3569.68,57.18,2.61
23.41,7.04,2776.22,59.12,2.55
23.24,7.06,1912.00,63.74,2.49
23.12,7.05,1289.66,63.10,2.49
23.06,7.07,987.79,56.80,2.45
23.07,7.07,898.88,48.01,2.44
23.09,7.05,896.01,42.30,2.46
23.10,7.02,936.83,43.24,2.48
23.10,7.03,982.84,43.10,2.54
23.09,7.04,1027.21,43.49,2.72
23.06,7.05,1023.37,44.23,2.66
22.99,7.06,968.54,41.04,2.69
22.93,7.06,869.26,43.11,2.68
22.91,7.05,757.56,49.71,2.56
22.96,7.03,669.16,55.81,2.38
23.10,7.00,617.62,54.32,2.18
23.33,6.99,576.86,45.90,1.93
23.51,6.99,561.39,39.62,1.80
23.59,7.00,560.93,37.63,1.79
23.63,7.00,564.49,36.46,1.83
23.65,6.98,559.68,38.20,1.83
23.68,6.98,550.11,38.69,1.72
23.65,6.97,540.24,42.53,1.63
23.54,6.94,542.76,46.64,1.59
23.33,6.95,556.47,50.33,1.55
23.07,6.96,575.40,54.35,1.45
22.90,6.96,584.41,54.98,1.33
22.86,6.95,564.76,50.61,1.22
22.91,6.94,514.61,41.68,1.12
23.01,6.93,483.03,32.49,1.02
23.11,6.92,479.58,25.40,0.98
23.03,6.91,506.84,23.60,1.01
22.95,6.91,501.97,21.67,1.08
22.89,6.91,508.65,20.35,1.08
22.84,6.91,527.35,19.89,1.12
22.81,6.91,565.71,19.72,1.12
22.79,6.90,635.54,19.54,1.15
22.71,6.89,592.52,19.14,1.11
22.71,6.88,583.13,18.94,1.12
22.72,6.86,569.40,18.92,1.12
22.69,6.90,546.16,19.13,1.25
22.65,6.92,511.25,20.34,1.41
22.68,6.93,529.11,21.19,1.52
22.78,6.93,575.94,22.02,1.43
22.85,6.93,619.84,21.04,1.26
22.87,6.93,631.51,23.03,1.26
22.84,6.93,635.10,22.76,1.31
22.80,6.94,598.97,27.36,1.57
22.72,6.94,595.56,33.50,1.54
22.55,6.93,634.22,39.44,1.44
22.34,6.92,686.51,37.58,1.28
22.18,6.90,702.23,35.23,1.25
22.12,6.91,666.11,31.14,1.32
22.12,6.90,595.36,26.58,1.32
22.16,6.87,527.83,21.54,1.34
22.18,6.84,500.79,19.45,1.33
22.17,6.84,527.31,20.47,1.30
22.12,6.85,570.40,21.56,1.26
22.07,6.85,640.15,23.02,1.25
22.02,6.85,754.32,25.53,1.33
21.82,6.87,699.77,27.77,1.44
21.62,6.86,635.86,29.05,1.66
21.48,6.84,540.37,29.79,1.84
21.44,6.79,529.86,31.64,1.89
21.49,6.80,540.23,35.87,1.89
21.56,6.80,559.84,40.67,1.94
21.62,6.82,588.09,43.06,2.11
21.71,6.89,624.28,44.50,2.46
21.81,7.12,654.11,39.96,3.38
21.89,7.27,677.97,37.67,3.92
21.93,7.35,704.73,40.02,4.03
21.86,7.40,766.20,43.87,3.83
21.72,7.31,750.69,49.32,3.45
21.57,7.26,729.89,51.83,3.17
21.41,7.25,692.55,54.25,2.99
21.28,7.29,679.17,54.93,2.75
21.25,7.21,658.97,52.78,2.51
21.31,7.16,598.15,44.28,2.29
21.40,7.16,497.64,31.89,2.08
21.49,7.22,425.44,22.93,1.96
21.48,7.11,402.88,19.05,1.94
21.44,7.09,432.38,19.43,1.99
21.42,7.13,458.97,18.87,1.96
21.43,7.23,542.51,18.99,1.99
21.46,7.16,650.87,21.31,2.04
21.45,7.14,707.05,20.47,2.04
21.40,7.17,640.05,20.34,2.06
21.37,7.26,551.74,19.44,2.12
21.41,7.17,512.32,20.21,2.25
21.47,7.14,509.56,23.25,2.38
21.53,7.17,512.41,26.16,2.58
21.63,7.26,521.82,28.83,2.74
21.74,7.19,512.82,28.97,3.01
21.78,7.16,507.37,29.64,3.10
21.79,7.18,508.73,31.62,2.84
21.78,7.26,545.42,33.08,2.55
21.76,7.15,583.76,35.08,2.36
21.79,7.12,587.17,38.43,2.31
21.82,7.15,583.74,41.57,2.26
21.87,7.27,615.52,49.14,2.22
21.90,7.16,642.33,55.68,2.09
21.92,7.13,642.73,53.16,2.00
21.95,7.17,598.93,45.20,1.86
21.92,7.28,526.65,35.07,1.73
21.88,7.16,470.94,27.90,1.70
21.83,7.10,430.27,22.75,1.70
21.80,7.13,405.18,19.73,1.70
21.76,7.24,398.38,18.66,1.72
21.70,7.12,401.62,18.45,1.79
21.65,7.06,409.97,18.62,1.88
21.68,7.10,437.26,20.17,1.89
21.72,7.21,459.79,20.47,1.89
21.80,7.09,461.36,19.66,1.98
21.92,7.05,494.89,19.62,2.07
22.08,7.10,520.58,20.25,2.25
22.25,7.22,463.32,22.49,2.63
22.44,7.13,433.18,28.98,2.96
22.59,7.10,439.14,33.73,3.07
22.71,7.14,448.18,38.36,3.17
22.76,7.26,460.72,45.62,3.20
22.94,7.16,472.31,57.84,3.44
23.15,7.14,449.22,62.05,3.57
23.29,7.18,459.19,65.85,3.46
23.32,7.30,528.89,64.62,3.04
23.32,7.17,673.27,67.30,2.57
23.33,7.14,728.17,65.96,2.29
23.34,7.19,708.06,58.51,2.04
23.35,7.31,631.79,47.83,1.91
23.31,7.17,516.65,37.94,1.94
23.25,7.11,453.55,34.84,1.93
23.13,7.14,428.61,36.93,1.97
22.96,7.25,427.29,42.30,2.04
22.85,7.12,450.50,45.73,2.24
22.83,7.09,516.82,47.84,2.37
22.89,7.14,597.10,49.26,2.50
23.01,7.27,675.78,49.84,2.61
23.18,7.15,713.96,52.91,2.70
23.37,7.11,748.59,51.58,2.80
23.58,7.15,783.85,47.84,2.99
23.87,7.26,764.45,45.68,3.40
24.20,7.18,745.35,46.96,3.78
24.41,7.15,733.95,48.40,4.05
24.57,7.19,727.29,50.34,4.25
24.57,7.29,743.83,51.17,4.37
24.55,7.21,763.47,49.54,4.53
24.53,7.17,778.78,57.80,4.59
24.41,7.19,780.39,61.48,4.50
24.28,7.26,725.72,58.39,4.37
24.13,7.17,660.83,48.75,4.31
24.01,7.12,636.83,41.78,4.28
23.91,7.12,634.35,41.18,4.16
23.83,7.13,639.85,42.44,4.01
23.79,7.08,638.13,44.90,3.84
23.75,7.06,631.43,43.78,3.66
23.67,7.08,616.46,40.03,3.61
23.58,7.12,596.55,35.44,3.61
23.50,7.06,588.36,33.33,3.60
23.52,7.03,587.11,34.05,3.62
23.60,7.03,574.83,34.69,3.73
23.71,7.06,563.48,37.28,3.83
23.77,7.01,572.56,41.51,3.69
23.84,6.97,588.55,42.20,3.53
24.00,6.95,600.61,42.69,3.57
24.28,6.97,600.18,41.10,3.98
24.65,6.99,596.11,39.64,4.64
24.97,7.09,628.37,40.58,5.12
25.21,7.31,741.03,43.04,5.39
25.30,7.46,946.67,44.63,5.48
25.24,7.46,1181.85,43.48,5.42
25.18,7.47,1296.58,44.08,5.49
25.15,7.52,1312.18,42.51,5.72
25.17,7.61,1240.15,41.75,6.09
25.16,7.60,1183.58,41.41,6.27
25.10,7.59,1145.71,39.45,6.28
25.04,7.59,1130.84,39.82,6.13
25.00,7.60,1170.93,40.38,5.85
24.95,7.52,1206.98,39.20,5.67
24.86,7.51,1141.50,33.29,5.70
24.75,7.54,1074.77,26.16,5.80
24.70,7.60,998.69,20.60,5.91
24.67,7.57,957.07,18.11,5.88
24.67,7.56,941.66,18.90,5.83
24.75,7.58,948.23,22.77,5.87
24.89,7.62,970.72,29.13,5.93
24.98,7.57,986.94,39.23,5.87
25.09,7.53,997.67,44.14,5.67
25.28,7.55,1008.01,44.19,5.67
25.54,7.66,1012.01,42.74,6.04
25.73,7.68,1027.05,41.31,6.53
25.83,7.71,1065.53,42.03,6.71
25.84,7.70,1147.53,42.46,6.62
25.84,7.75,1224.15,40.52,6.78
25.85,7.76,1260.01,36.68,7.01
25.83,7.78,1306.28,36.73,7.08
25.88,7.87,1284.36,35.54,7.37
25.84,7.86,1353.37,36.01,7.19
25.81,7.86,1359.25,30.09,7.36
25.78,7.86,1323.18,28.06,7.38
25.72,7.85,1265.72,26.57,7.30
25.67,7.88,1205.65,24.52,7.32
25.60,7.85,1157.61,24.24,7.27
25.52,7.82,1065.41,21.67,7.20
25.48,7.80,1015.48,20.53,7.12
25.45,7.79,995.69,20.38,7.02
25.43,7.76,985.23,20.53,6.96
25.50,7.78,976.60,21.73,7.00
25.67,7.86,975.61,23.49,7.27
25.98,7.99,983.10,26.76,7.76
26.39,8.14,986.83,29.49,8.39
26.90,8.25,987.63,32.96,8.80
27.51,8.32,969.45,33.60,9.08
28.60,8.48,953.93,35.94,9.84
29.12,8.60,943.83,39.03,9.95
29.36,8.60,981.14,42.36,9.85
29.38,8.50,1082.66,43.02,9.27
29.32,8.43,1196.70,44.05,9.09
29.15,8.51,1304.02,39.71,8.99
28.86,8.57,1359.68,35.53,9.08
28.49,8.55,1409.36,32.27,8.70
28.15,8.43,1539.96,29.38,8.11
27.80,8.24,1651.62,26.84,7.33
27.49,8.07,1725.05,23.64,6.67
27.30,7.96,1753.02,21.02,6.19
27.19,7.90,1738.07,18.69,5.95
27.11,7.83,1713.24,16.49,5.61
27.09,7.79,1682.64,14.00,5.39
27.09,7.75,1643.81,14.37,5.16
27.11,7.75,1609.92,15.23,5.01
27.12,7.70,1579.15,16.23,4.64
27.22,7.67,1558.84,17.99,4.34
27.44,7.72,1546.42,21.41,4.53
27.87,7.89,1535.41,24.68,5.59
28.50,8.12,1535.27,22.75,7.08
29.06,8.25,1525.73,24.12,7.93
29.55,8.32,1539.67,28.06,8.23
29.82,8.27,1554.83,31.09,7.70
29.67,8.23,1579.24,30.71,6.54
29.25,8.05,1643.15,29.70,5.16
28.82,7.87,1748.42,32.15,4.07
28.32,7.69,1916.02,32.53,3.29
27.96,7.55,2075.88,28.71,2.57
27.73,7.45,2200.05,26.70,2.27
27.70,7.43,2158.81,19.55,2.41
27.73,7.44,2123.19,16.91,2.74
27.74,7.40,2094.13,14.37,2.50
27.71,7.38,2051.75,12.15,2.20
27.70,7.38,2007.44,11.45,2.05
27.70,7.40,1961.27,12.12,2.08
27.73,7.36,1910.66,10.49,2.03
27.80,7.35,1860.15,10.21,2.22
27.89,7.35,1805.52,11.30,2.39
27.98,7.36,1782.91,12.91,2.52
28.01,7.32,1742.70,13.77,2.24
28.09,7.29,1683.02,14.30,2.15
28.27,7.29,1649.91,14.87,2.41
28.69,7.33,1598.70,14.71,2.96
29.21,7.31,1564.17,14.25,3.39
29.81,7.31,1553.13,15.94,3.92
30.54,7.35,1522.55,20.16,4.89
31.24,7.40,1484.56,27.09,6.10
31.74,7.40,1456.79,34.68,6.41
32.14,7.37,1444.73,47.67,5.89
32.19,7.33,1464.80,61.66,5.12
31.93,7.33,1516.13,71.42,4.52
31.25,7.28,1649.59,53.29,3.82
30.68,7.25,1776.03,39.41,3.41
30.30,7.23,1853.51,33.44,3.07
30.07,7.23,1879.09,32.28,2.59
29.89,7.21,1873.13,30.01,1.89
29.75,7.21,1851.17,30.50,1.32
29.61,7.21,1819.69,32.00,1.14
29.50,7.23,1782.29,38.05,1.11
29.39,7.22,1768.83,35.92,1.03
29.29,7.21,1777.92,33.28,1.08
29.21,7.21,1792.60,30.61,1.04
29.14,7.22,1782.20,33.20,0.82
29.07,7.20,1777.21,34.69,0.54
29.04,7.20,1780.27,34.07,0.44
29.12,7.20,1765.39,37.91,0.38
29.37,7.20,1725.00,45.48,0.49
29.65,7.19,1720.58,48.97,0.66
30.15,7.17,1761.07,46.29,1.21
30.63,7.17,1814.60,44.75,2.01
31.02,7.18,1869.27,46.11,3.02
31.27,7.16,1882.47,48.70,3.39
31.41,7.16,1924.70,56.43,3.60
31.47,7.17,1951.26,61.41,3.51
31.52,7.20,1939.75,71.65,3.17
31.44,7.20,1934.60,73.13,2.13
31.34,7.20,1924.55,74.56,1.42
31.15,7.21,1923.59,70.12,1.08
30.96,7.22,1922.99,59.24,1.15
30.73,7.21,1924.39,46.07,0.89
30.55,7.20,1928.96,38.03,0.69
30.42,7.20,1928.74,33.03,0.63
30.33,7.21,1927.40,32.50,0.70
30.21,7.20,1922.70,30.10,0.51
30.10,7.20,1917.98,27.79,0.45
30.00,7.19,1920.77,27.51,0.45
29.92,7.19,1919.33,28.86,0.44
29.82,7.19,1912.42,28.45,0.32
29.78,7.18,1912.44,29.13,0.33
29.86,7.17,1894.49,28.53,0.45
30.07,7.17,1869.00,32.11,0.85
30.32,7.15,1867.87,33.64,1.17
30.60,7.15,1873.72,35.30,2.06
30.89,7.18,1887.67,38.01,3.02
31.13,7.32,1904.06,42.10,4.48
31.29,7.65,1930.11,45.03,5.94
31.35,8.31,1945.86,55.67,8.64
31.59,8.56,1952.10,73.22,9.67
31.69,8.40,1956.98,105.01,9.37
31.58,8.30,1976.38,136.86,8.28
31.26,8.07,1957.48,153.62,6.79
30.76,7.86,1905.13,139.69,5.62
30.38,7.81,1812.66,103.79,5.27
30.12,7.73,1701.35,68.79,5.39
29.96,7.69,1546.66,49.17,5.46
29.89,7.70,1433.23,43.15,5.38
29.85,7.74,1378.00,43.70,5.31
29.79,7.65,1353.37,44.47,5.11
29.73,7.61,1352.54,45.91,4.87
29.63,7.60,1355.95,46.03,4.66
29.56,7.64,1353.87,44.74,4.56
29.52,7.56,1354.86,43.73,4.48
29.55,7.53,1357.08,45.48,4.55
29.72,7.60,1365.89,46.94,5.10
30.05,7.78,1380.87,51.23,6.07
30.39,7.88,1393.28,60.87,6.98
30.74,8.02,1415.65,64.98,7.99
31.05,8.14,1431.32,65.93,8.80
31.43,8.27,1443.98,66.07,9.73
31.68,8.36,1491.67,65.35,10.22
31.79,8.33,1554.91,63.75,10.33
31.68,8.21,1625.20,64.17,10.06
31.39,8.06,1702.61,63.62,9.47
31.03,7.85,1773.64,59.02,8.54
30.78,7.73,1808.81,50.49,8.07
30.63,7.68,1814.40,43.65,7.79
30.53,7.68,1812.99,39.74,7.62
30.41,7.60,1812.96,37.14,7.27
30.31,7.53,1813.89,36.49,6.95
30.23,7.50,1820.37,36.87,6.64
30.20,7.51,1827.30,36.59,6.44
30.19,7.44,1813.65,34.74,6.29
30.16,7.40,1796.42,34.27,6.08
30.09,7.38,1769.01,34.51,5.81
30.02,7.38,1719.54,35.48,5.48
29.92,7.32,1657.05,35.31,5.08
29.90,7.28,1583.33,37.33,4.90
30.04,7.30,1544.03,39.80,5.23
30.36,7.36,1531.85,42.04,6.16
30.76,7.35,1540.53,45.84,7.33
31.08,7.33,1561.80,55.77,8.28
31.19,7.34,1584.95,69.54,8.84
31.04,7.35,1598.30,94.41,8.59
30.83,7.33,1644.77,90.40,8.03
30.60,7.35,1643.71,92.40,7.57
30.43,7.48,1673.82,85.10,7.56
30.31,7.81,1721.03,81.34,7.87
30.25,8.10,1773.43,79.68,7.74
29.98,8.18,1863.64,75.57,7.47
29.69,8.04,2003.53,71.39,6.67
29.49,7.87,2140.45,67.71,5.87
29.38,7.73,2188.01,62.64,5.25
29.28,7.68,2064.43,54.74,5.03
29.18,7.68,1987.83,50.33,4.90
29.07,7.69,1990.61,49.62,4.77
28.94,7.63,2049.97,49.99,4.48
28.87,7.58,2177.57,47.59,4.16
28.85,7.55,2337.21,45.14,3.92
28.79,7.59,2387.41,42.56,3.83
28.65,7.52,2375.39,38.65,3.89
28.55,7.49,2352.03,37.25,4.00
28.51,7.53,2322.37,36.13,4.22
28.52,7.62,2275.27,37.07,4.57
28.57,7.55,2250.17,41.32,4.78
28.63,7.49,2243.89,52.77,4.64
28.71,7.51,2252.59,62.22,4.68
28.80,7.66,2256.96,63.60,5.57
28.87,7.74,2264.73,62.67,6.50
28.87,7.77,2271.86,65.26,6.83
28.79,7.73,2262.60,61.14,6.60
28.68,7.65,2258.62,58.05,5.94
28.53,7.53,2259.88,57.23,5.50
28.39,7.47,2272.19,59.48,5.19
28.26,7.43,2300.92,61.54,4.89
28.18,7.44,2363.04,62.83,4.48
28.08,7.34,2446.79,58.60,4.18
27.97,7.29,2488.69,54.92,3.99
27.82,7.28,2447.94,49.33,3.92
27.70,7.31,2401.57,47.47,3.85
27.57,7.25,2341.34,47.17,3.75
27.45,7.21,2310.77,47.29,3.68
27.37,7.20,2301.06,49.82,3.53
27.30,7.22,2308.46,49.83,3.46
27.27,7.17,2339.24,49.21,3.39
27.26,7.14,2376.62,45.10,3.51
27.34,7.14,2419.02,40.81,3.83
27.48,7.19,2432.53,38.00,4.32
27.63,7.17,2430.30,37.17,4.84
27.79,7.15,2415.37,42.81,5.20
27.87,7.16,2367.25,49.54,5.17
27.92,7.21,2261.68,48.65,5.87
28.06,7.25,2046.55,42.32,7.71
28.23,7.30,1897.61,38.70,9.46
28.31,7.32,1870.96,38.15,10.31
28.26,7.33,1957.02,40.19,10.08
28.07,7.26,2131.58,41.59,8.43
28.05,7.29,2063.68,41.67,9.70
27.99,7.28,2037.34,43.82,9.77
27.92,7.27,2026.99,47.12,9.12
27.77,7.18,2027.43,48.82,7.87
27.66,7.10,2078.83,45.80,6.38
27.52,7.09,2029.63,42.17,5.99
27.40,7.12,1960.05,43.32,5.79
27.29,7.09,1929.30,40.98,5.22
27.20,7.06,1918.50,38.44,4.57
27.14,7.05,1921.56,38.94,4.29
27.15,7.06,1971.59,42.98,3.96
27.24,7.01,2133.92,47.88,3.26
27.30,6.98,2200.72,52.41,2.77
27.36,6.97,2197.92,54.18,2.48
27.46,7.00,2187.81,53.76,2.45
27.45,6.98,2119.57,55.01,2.65
27.49,6.98,2090.90,53.74,2.83
27.58,6.96,2162.01,50.49,2.34
27.67,6.96,2209.02,51.47,2.15
27.70,6.96,2237.53,55.23,2.17
27.70,7.00,2245.88,62.47,2.38
27.65,7.16,2215.02,65.05,3.41
27.55,7.49,2178.42,62.73,4.63
27.44,7.60,2128.62,71.82,5.18
27.32,7.54,2048.86,80.47,4.59
27.12,7.45,1960.09,83.69,3.48
26.85,7.41,1888.36,87.03,2.27
26.64,7.25,1729.14,77.25,1.63
26.51,7.18,1336.01,71.57,1.63
26.50,7.20,937.02,62.11,2.10
26.52,7.30,714.28,53.31,2.47
26.50,7.22,618.50,45.38,2.65
26.47,7.18,602.74,42.35,2.62
26.41,7.21,623.33,41.46,2.52
26.36,7.28,643.89,41.38,2.39
26.29,7.19,657.87,41.43,2.24
26.24,7.16,666.97,40.83,2.19
26.27,7.19,671.55,39.75,2.27
26.40,7.29,673.68,42.68,2.44
26.57,7.18,676.97,49.30,2.50
26.67,7.14,688.74,53.73,2.39
26.84,7.17,705.58,56.90,2.38
27.10,7.28,720.23,59.69,2.77
27.28,7.20,719.57,62.87,3.22
27.45,7.19,718.19,68.57,3.66
27.43,7.23,709.03,68.23,3.94
27.26,7.30,693.54,68.00,4.03
27.01,7.21,676.03,67.95,3.78
26.82,7.15,668.97,64.76,3.54
26.68,7.15,668.08,60.04,3.42
26.61,7.19,682.68,55.29,3.20
26.51,7.13,713.27,57.44,2.94
26.43,7.09,778.05,57.75,2.73
26.40,7.11,862.63,52.35,2.63
26.40,7.16,905.51,48.60,2.62
26.39,7.10,922.55,47.04,2.61
26.39,7.08,910.42,41.00,2.72
26.38,7.09,905.42,37.05,2.75
26.36,7.14,904.21,36.31,2.70
26.32,7.07,908.12,37.97,2.56
26.33,7.04,918.97,42.75,2.38
26.39,7.03,959.45,47.48,2.24
26.54,7.06,1039.11,56.06,2.09
26.66,6.99,1166.36,62.09,1.83
26.77,6.94,1233.82,62.38,1.96
26.92,6.96,1202.06,57.31,2.73
27.08,7.02,1170.65,56.37,3.00
27.13,7.03,1150.25,59.00,2.91
27.18,7.15,1119.27,59.20,2.96
27.19,7.25,1097.63,58.29,3.12
27.26,7.38,1060.36,59.90,3.72
27.29,7.33,1027.30,61.32,4.12
27.30,7.30,1001.25,64.24,4.34
27.27,7.30,1008.35,67.00,4.29
27.19,7.37,1050.67,65.20,4.11
27.09,7.28,1065.25,58.65,4.11
26.99,7.23,1095.40,55.22,4.11
26.88,7.25,1120.60,52.50,4.15
26.86,7.31,1155.63,46.81,4.21
26.84,7.22,1180.90,41.76,4.23
26.86,7.18,1190.14,38.85,4.22
26.87,7.17,1215.61,43.29,4.03
26.91,7.23,1299.11,55.52,3.70
26.88,7.15,1407.12,51.77,3.53
26.83,7.13,1437.38,46.98,3.62
26.78,7.15,1403.63,43.20,3.81
26.74,7.23,1385.47,45.50,4.01
26.74,7.17,1382.46,48.90,4.16
26.78,7.15,1367.98,49.70,4.40
26.81,7.16,1346.97,47.44,4.60
26.82,7.23,1277.13,46.31,4.78
26.76,7.15,1199.72,45.32,4.73
26.67,7.10,1067.18,42.93,4.59
26.65,7.09,931.50,40.71,4.43
26.67,7.12,796.04,44.86,4.29
26.70,7.05,671.51,51.89,3.88
26.73,7.00,592.54,63.84,3.49
26.77,6.99,542.83,76.75,3.04
26.80,7.02,546.40,80.25,2.58
26.80,6.96,582.00,76.86,2.08
26.80,6.93,624.71,72.05,1.73
26.79,6.94,680.17,67.61,1.47
26.77,7.00,668.53,69.55,1.30
26.71,6.93,600.30,71.73,1.26
26.66,6.89,508.44,77.34,1.25
26.66,6.88,441.44,72.95,1.08
26.66,6.91,390.52,65.94,0.91
26.64,6.82,367.69,58.41,0.75
26.67,6.76,363.26,50.73,0.63
26.78,6.76,371.41,45.49,0.61
26.88,6.81,392.43,42.65,0.72
26.95,6.76,433.39,39.09,1.13
26.97,6.73,410.60,44.53,1.91
26.93,6.75,376.28,59.65,2.30
26.91,6.82,363.63,80.20,2.25
26.89,6.80,361.48,98.30,2.12
26.87,6.79,353.67,112.78,2.07
26.90,6.79,355.91,113.49,2.02
26.94,6.82,361.63,107.51,1.92
26.90,6.79,373.04,94.82,1.76
26.85,6.78,393.85,83.80,1.57
26.75,6.78,419.49,78.27,1.39
26.69,6.80,448.36,73.87,1.19
26.63,6.77,482.25,68.69,1.01
26.61,6.77,521.26,61.47,0.84
26.59,6.79,585.92,53.10,0.67
26.56,6.83,640.46,46.18,0.55
26.49,6.81,616.62,41.95,0.48
26.40,6.77,561.69,39.43,0.43
26.33,6.74,480.10,37.03,0.40
26.29,6.71,391.61,33.49,0.37
26.26,6.66,345.98,30.44,0.37
26.25,6.63,324.63,28.05,0.38
26.30,6.62,311.07,25.59,0.45
26.42,6.63,301.94,24.24,0.53
26.54,6.61,298.05,23.48,0.60
26.77,6.60,295.84,23.45,0.79
27.20,6.60,299.08,26.40,1.34
27.83,6.62,305.33,33.36,2.36
28.10,6.60,313.12,46.64,3.06
28.11,6.59,322.61,72.57,3.40
27.84,6.61,331.22,83.46,3.23
27.55,6.65,345.14,85.80,2.78
27.21,6.66,340.60,82.61,2.26
26.96,6.65,331.53,80.70,2.01
26.79,6.62,326.80,74.25,1.87
26.65,6.59,328.66,73.30,1.75
26.51,6.61,337.78,73.54,1.68
26.45,6.61,357.13,75.56,1.60
26.36,6.61,384.91,79.61,1.55
26.23,6.62,429.45,87.18,1.56
26.05,6.64,494.52,86.67,1.57
25.93,6.65,470.44,80.90,1.62
25.86,6.66,415.18,67.68,1.68
25.87,6.65,350.90,53.19,1.64
25.88,6.63,313.66,43.08,1.56
25.90,6.61,298.08,39.15,1.52
25.92,6.59,292.79,36.71,1.55
25.97,6.61,292.02,37.24,1.60
26.00,6.61,292.88,36.88,1.70
26.03,6.61,296.77,39.68,1.72
26.07,6.63,305.15,43.35,1.74
26.10,6.69,313.37,47.18,1.84
26.11,6.85,315.61,50.85,2.30
26.19,6.94,318.87,55.39,2.40
26.16,7.01,331.38,63.84,2.49
26.07,7.07,343.02,66.00,2.45
25.95,7.01,346.59,59.11,2.40
25.85,6.98,329.31,49.37,2.34
25.80,6.98,309.69,42.01,2.27
25.76,7.01,297.43,38.75,2.19
25.69,6.97,293.05,36.35,2.17
25.60,6.96,294.79,35.65,2.18
25.50,6.96,303.43,36.64,2.17
25.43,6.97,326.79,39.37,2.12
25.40,6.95,383.37,41.40,1.96
25.39,6.95,445.85,41.28,1.80
25.39,6.97,477.68,38.75,1.63
25.40,7.01,447.06,35.76,1.51
25.42,6.95,387.15,31.59,1.48
25.47,6.93,329.91,27.61,1.47
25.52,6.96,311.55,25.45,1.48
25.60,7.02,316.30,26.87,1.49
25.69,6.95,350.63,31.69,1.53
25.81,6.92,415.69,36.47,1.58
25.95,6.94,465.15,37.44,1.64
26.14,6.99,455.57,38.15,1.81
26.29,6.94,441.37,36.84,1.99
26.49,6.92,419.90,35.65,2.23
26.65,6.94,397.70,34.35,2.43
26.71,7.00,386.97,34.84,2.52
26.66,6.94,387.79,34.23,2.49
26.59,6.93,381.58,34.15,2.59
26.50,6.96,380.29,35.89,2.59
26.38,7.03,388.57,37.10,2.48
26.26,6.94,412.71,38.18,2.24
26.18,6.90,418.15,38.93,2.07
26.11,6.90,431.61,39.40,1.79
26.06,6.95,412.76,37.04,1.63
26.00,6.87,391.30,32.19,1.63
25.95,6.84,388.28,30.41,1.58
25.96,6.83,381.27,30.21,1.57
25.97,6.86,376.74,29.69,1.53
25.97,6.84,373.26,28.16,1.56
25.98,6.84,367.55,26.11,1.76
26.10,6.87,362.07,24.66,2.07
26.32,6.92,357.65,25.19,2.34
26.50,6.85,355.59,26.74,2.44
26.49,6.80,358.55,28.78,2.20
26.63,6.80,364.40,30.63,2.19
27.02,6.82,380.17,32.65,2.55
27.88,6.80,424.18,37.43,3.37
28.64,6.81,531.74,45.15,3.97
29.02,6.84,692.38,56.74,4.04
29.21,6.92,826.79,70.49,3.92
29.10,6.89,821.87,73.40,3.74
28.85,6.89,716.44,64.77,3.84
28.60,6.89,604.14,55.49,3.93
28.41,6.90,502.45,46.70,4.03
28.26,6.84,445.59,40.04,3.97
28.18,6.82,418.95,36.87,3.90
28.10,6.82,403.76,34.78,3.83
28.03,6.83,391.98,32.46,3.83
27.92,6.77,376.90,29.63,3.80
27.83,6.76,369.68,27.98,3.78
27.79,6.77,367.44,28.49,3.72
27.75,6.80,367.47,29.23,3.68
27.69,6.77,366.95,29.15,3.66
27.67,6.75,369.10,30.68,3.76
